Geneid,C_1,C_2,C_3,WT_1,WT_2,WT_3,G_1,G_2,G_3
MYCTH_2132825,759,1267,1243,1029,1479,1292,1105,1074,1294
MYCTH_2299416,470,824,741,1602,2089,1677,1892,1597,1792
MYCTH_2074210,3631,5697,5152,30343,38852,30736,26957,27299,29256
MYCTH_2052991,35,39,70,20,10,18,36,27,45
MYCTH_2299427,1184,2049,1753,4520,6055,4916,3907,4760,4614
MYCTH_2299428,447,744,645,1937,2319,2078,1570,1830,1856
MYCTH_39101,2066,3679,3851,5826,7229,6270,7168,6951,7519
MYCTH_59445,602,1015,856,1881,2534,2165,3252,2973,3324
MYCTH_2137771,686,1158,1160,1637,2009,1726,2401,2266,2618
MYCTH_37848,189,365,370,309,514,407,719,634,842
MYCTH_2299438,1030,1557,1922,1481,1821,1481,1387,1397,1701
MYCTH_2299442,904,1474,1402,3593,4850,3696,4293,4219,4097
MYCTH_2299445,6164,11024,10943,22998,29767,24145,31679,34948,34312
MYCTH_2051392,357,502,522,1286,1718,1262,1158,1181,1181
MYCTH_2108150,10,52,31,22,24,24,34,24,33
MYCTH_2299448,188,340,305,781,1070,726,1237,1196,1312
MYCTH_2299450,2445,3896,3868,2623,3368,2742,4443,4546,4288
MYCTH_112905,431,667,600,4978,6723,5115,7297,7138,7501
MYCTH_2299456,1157,1822,1577,3610,4075,3051,2082,2338,2423
MYCTH_2299460,923,1559,1315,4669,6253,4999,11366,11543,12418
MYCTH_2299462,4478,7636,7118,2502,3141,2993,2816,2727,2986
MYCTH_2299464,1235,2132,1870,5047,6898,5487,6780,6685,6928
MYCTH_2299469,15,30,23,48,58,45,82,29,86
MYCTH_2299470,1647,2345,1698,9532,13322,11645,6141,5623,6912
MYCTH_2299473,144,168,198,168,212,190,208,281,241
MYCTH_2116256,459,645,573,435,627,505,893,903,885
MYCTH_2299478,139,220,157,543,957,692,919,1009,1159
MYCTH_2299479,20,59,37,68,94,78,33,28,15
MYCTH_2299483,750,1264,1201,30183,38493,31616,17568,16812,19383
MYCTH_2299489,367,543,571,426,487,493,602,755,693
MYCTH_97480,41,71,52,123,162,140,159,160,146
MYCTH_104802,1992,3479,3036,8582,10925,8493,10763,11805,12212
MYCTH_2124479,252,391,429,467,478,520,587,677,699
MYCTH_2108166,3,5,2,6,7,4,18,4,0
MYCTH_t27,0,0,0,0,0,0,0,0,0
MYCTH_2299494,1016,1739,1508,1723,2280,1704,1810,1747,1696
MYCTH_2124482,0,0,0,0,0,2,2,0,0
MYCTH_2299495,562,858,894,4586,5223,4569,6391,6015,7098
MYCTH_36908,7,26,12,53,74,23,33,20,43
MYCTH_2299497,140,255,201,648,728,767,1455,1201,1627
MYCTH_109566,228,362,342,273383,366117,307469,149075,148476,167538
MYCTH_2052169,0,0,0,0,0,0,0,0,0
MYCTH_73480,232,441,446,238,304,256,245,231,227
MYCTH_2299507,182,302,262,793,1163,555,1379,1498,1267
MYCTH_2142599,5908,10435,9584,13457,17144,14080,16223,15474,16616
MYCTH_2299512,869,1350,1280,3049,4618,3429,4285,4087,4590
MYCTH_t26,0,0,0,0,0,0,0,0,0
MYCTH_2124493,0,5,3,12,2,8,0,2,2
MYCTH_2108176,44,50,43,13,42,25,3,1,12
MYCTH_59388,1025,1567,1493,2040,2867,2567,4494,4435,4821
MYCTH_2299516,41,62,49,77,102,68,31,49,41
MYCTH_2299518,455,812,800,959,1180,1041,828,921,941
MYCTH_2052762,0,0,0,0,0,0,0,0,0
MYCTH_2053143,0,0,0,0,0,0,0,0,0
MYCTH_97470,225,336,359,1383,1609,1265,1280,1254,1409
MYCTH_2299520,504,865,828,1020,1327,1093,885,896,887
MYCTH_2124505,0,0,0,0,0,0,0,0,0
MYCTH_2299521,2038,3478,3150,5872,7623,6115,6433,5879,6435
MYCTH_112889,2285,3972,3683,3112,4087,3415,3543,3499,4022
MYCTH_73461,8436,13830,13361,13749,19088,14860,53536,52543,59986
MYCTH_2314296,412,599,705,491,556,467,594,827,679
MYCTH_2299528,23,42,14,59,30,39,54,40,42
MYCTH_2299531,395,549,531,2513,3483,2885,2260,2080,2196
MYCTH_2299532,620,798,609,3149,4380,3711,3960,3675,4407
MYCTH_2049292,491,929,780,1790,2711,2117,2766,2473,2844
MYCTH_2299535,955,1664,1588,2008,2454,1906,2384,2381,2744
MYCTH_89426,313,516,490,645,890,730,580,515,558
MYCTH_2299541,25,67,33,58,68,63,61,50,57
MYCTH_2299543,2857,4228,3531,35573,44907,33529,65581,63855,70980
MYCTH_38472,1118,1788,1645,2432,3164,2719,2970,2874,3185
MYCTH_2299548,125,213,168,132,104,106,192,197,210
MYCTH_2299551,1223,2228,1866,3344,4452,3463,2879,2562,2945
MYCTH_2299552,378,714,635,482,702,787,1407,1216,1503
MYCTH_2299553,741,1185,1123,2800,3392,2984,4304,3838,4510
MYCTH_2299554,678,1080,1024,1165,1506,1233,1389,1270,1406
MYCTH_2299555,882,1463,1482,2674,3097,2804,2847,2828,3307
MYCTH_2299559,569,959,887,1616,2184,1667,1241,1609,1720
MYCTH_2299561,286,450,422,638,827,735,842,897,918
MYCTH_2299563,432,637,624,2258,3145,2535,2190,2190,2623
MYCTH_2299564,6,11,4,219,267,218,219,193,212
MYCTH_2137812,266,415,298,446,658,512,574,530,584
MYCTH_t25,12,14,15,18,13,16,29,12,25
MYCTH_2299569,938,1679,1552,1918,2475,2020,2656,2594,2876
MYCTH_97448,56,70,65,108,101,90,89,90,125
MYCTH_t24,3,4,5,0,0,0,0,0,2
MYCTH_2124533,68,111,107,146,223,122,149,167,139
MYCTH_2108207,15,40,44,118,123,95,116,100,103
MYCTH_2299571,2742,4437,4507,9200,10786,9431,8779,9468,10001
MYCTH_t19,2,0,0,0,4,0,0,3,1
MYCTH_2299573,886,1609,1474,2645,3484,2850,2445,2305,2700
MYCTH_2086920,1270,2461,2021,3141,3602,3156,2390,2393,2725
MYCTH_t23,0,2,5,4,3,10,5,2,1
MYCTH_2124537,6,18,6,8,4,14,6,11,2
MYCTH_2299575,1234,2317,1905,4073,5863,5184,8308,8152,8850
MYCTH_2299578,847,1294,1175,4004,5920,4967,5793,5513,6533
MYCTH_2116312,692,1140,1062,2386,2982,2588,3529,3283,3592
MYCTH_2299582,1494,2714,2556,3017,3995,3601,6392,5806,6731
MYCTH_2299583,1543,2477,2279,5716,7025,5605,6855,6657,7586
MYCTH_2299585,3698,5985,5778,7286,8814,7440,7475,6703,7521
MYCTH_2074326,1094,1819,1767,2843,3347,2654,3772,3713,3936
MYCTH_2299590,1245,1993,2077,4959,6278,4914,3433,3034,3554
MYCTH_2116318,231,410,361,425,499,496,470,478,570
MYCTH_2299597,7706,13087,11663,12195,16793,14103,27962,27207,30398
MYCTH_2314307,159,300,276,552,448,416,387,509,426
MYCTH_2299604,391,573,534,252,198,178,251,308,311
MYCTH_2299605,60,143,146,83,65,54,42,31,47
MYCTH_2299606,139,199,207,259,268,231,445,483,550
MYCTH_2299608,77,152,103,174,268,232,208,192,201
MYCTH_2299610,11,20,9,104,133,90,51,68,105
MYCTH_2299613,268,480,498,548,719,683,1378,1325,1281
MYCTH_2054500,428,866,730,584,711,599,1110,1200,1376
MYCTH_59302,3813,6630,6169,10740,13112,10668,17747,17688,18366
MYCTH_2299619,732,1232,1022,2858,3300,2801,4390,4468,4673
MYCTH_2299621,1560,2647,2636,2213,2827,2380,4220,4396,4522
MYCTH_2086957,2245,3770,3223,4460,5341,4277,5242,4793,5375
MYCTH_97424,274,561,510,451,547,508,518,488,567
MYCTH_2299626,267,448,509,645,690,548,1359,1169,1379
MYCTH_109542,13117,21983,20738,67072,82022,62555,182599,173948,193121
MYCTH_59287,1575,2474,2024,6962,9055,7408,9071,9720,10295
MYCTH_2299636,7197,12298,12771,14469,17199,13773,5769,6282,7011
MYCTH_2137832,807,1287,1172,1790,2344,1870,1944,1708,1917
MYCTH_2299639,1473,2652,2498,5544,7856,6014,7260,6579,7718
MYCTH_t20,33,45,40,49,63,60,68,66,72
MYCTH_2045737,65,139,114,410,623,617,831,887,992
MYCTH_2299642,622,940,921,1830,2144,1972,2511,2513,2565
MYCTH_2299645,650,1026,905,1787,2532,2017,2443,2777,2954
MYCTH_2299648,411,651,634,591,654,596,1435,1296,1358
MYCTH_2314321,6580,10634,9073,47598,59909,51013,62658,60198,67809
MYCTH_112850,1598,2672,2541,5380,7364,6328,8798,8194,8984
MYCTH_2299655,1356,2244,2333,4452,5165,4380,5376,5632,6407
MYCTH_2299657,946,1522,1296,5160,6702,6075,11636,10597,12595
MYCTH_109533,1272,2209,1989,2120,2717,2386,2244,2036,2510
MYCTH_2299664,11414,18887,17517,24999,32821,27094,40840,37871,42851
MYCTH_109530,2091,3500,3224,6051,7590,6330,10582,8778,10415
MYCTH_2314329,403,731,668,1086,1670,788,1175,1521,1729
MYCTH_2051168,31,57,42,61,55,94,99,64,74
MYCTH_97404,13,22,19,70,42,46,26,25,47
MYCTH_2299676,1733,2875,2699,7297,8834,7542,8154,8026,8516
MYCTH_2299680,2388,4047,3758,9586,12150,10135,14611,13735,16224
MYCTH_2299683,2584,4330,3943,10475,12866,10202,19811,19444,20507
MYCTH_2299686,303,542,394,873,1320,1073,1198,1093,1267
MYCTH_2299692,552,797,803,986,1263,1142,1290,1213,1361
MYCTH_2299695,324,486,447,1063,1354,1200,1399,1277,1435
MYCTH_2049580,352,691,648,611,818,754,719,731,907
MYCTH_2299698,758,1311,1309,1854,2219,1815,2574,2542,3033
MYCTH_2087011,586,984,929,1336,1551,1398,1816,1518,1668
MYCTH_2052657,38,53,35,39,30,32,11,19,20
MYCTH_2074408,1314,2267,2183,4686,5888,4588,4214,4353,4719
MYCTH_2314338,2667,4462,4219,4130,5116,4244,6681,6398,6922
MYCTH_73315,600,1025,811,1467,2127,2041,1783,1735,1904
MYCTH_2314342,2469,4291,4074,4104,5582,4717,6249,6029,6586
MYCTH_t21,0,0,0,0,0,0,0,0,0
MYCTH_40111,129,281,253,2052,2791,2352,1124,1189,1179
MYCTH_2299715,6484,10528,9614,6974,8628,6950,16934,17806,19529
MYCTH_2299718,959,1442,1260,3757,4719,3975,5305,5313,5633
MYCTH_2299719,944,1588,1793,1517,1797,1364,1297,1344,1426
MYCTH_2299721,17,30,30,100,173,110,157,138,154
MYCTH_2299723,519,972,875,5924,7393,6681,1194,1150,1443
MYCTH_2052313,0,0,0,0,0,0,0,0,0
MYCTH_2124607,0,0,1,1,0,0,0,0,0
MYCTH_2049971,0,0,0,0,0,0,0,0,0
MYCTH_112826,476,687,666,1044,1242,1085,1246,1391,1390
MYCTH_85902,105,148,111,316,578,514,402,439,457
MYCTH_112824,97,142,108,89,106,38,64,105,123
MYCTH_2299731,25,38,43,23,24,15,19,17,23
MYCTH_97378,236,305,306,1252,1645,1241,1419,1458,1784
MYCTH_2299733,64,121,65,44,79,59,50,51,76
MYCTH_2050467,1,9,0,0,0,0,0,0,0
MYCTH_2050561,0,0,0,0,0,0,0,0,0
MYCTH_109510,8287,13908,12732,40506,34023,23025,84841,85100,119201
MYCTH_2054970,0,0,0,0,0,0,0,0,0
MYCTH_2299735,779,1138,1155,1737,2022,1744,1481,1345,1672
MYCTH_2054820,7,27,17,1,4,14,2,10,9
MYCTH_2299736,380,606,509,238,272,248,97,92,131
MYCTH_89343,187,281,260,171,231,141,35,36,42
MYCTH_2116377,9,13,12,1,9,0,0,0,1
MYCTH_36441,3,1,3,0,6,4,0,0,4
MYCTH_2299739,98,169,112,701,969,626,1028,991,1010
MYCTH_2116379,197,335,301,473,573,535,836,751,812
MYCTH_2299742,1544,2536,2301,3200,4339,4017,5177,4970,5540
MYCTH_2299743,707,1196,1241,941,1155,1057,1468,1438,1425
MYCTH_2299745,548,804,692,1264,1926,1488,1411,1438,1610
MYCTH_2299749,1425,2284,2283,3933,5407,4572,11915,12144,13078
MYCTH_2299753,417,568,537,1194,1582,1229,2311,2176,2511
MYCTH_2299757,3439,5686,5422,20191,26900,20978,14395,15710,16399
MYCTH_97365,1121,2029,1989,4580,5761,4618,4509,4316,4401
MYCTH_39133,717,1109,1196,2860,3345,2730,28663,29876,31257
MYCTH_112815,81,136,149,90,172,92,4402,4102,4511
MYCTH_104726,15,19,30,55,34,31,1890,1820,1915
MYCTH_2053430,156,225,251,237,281,201,310,303,329
MYCTH_2108297,8,5,13,21,40,22,12,25,18
MYCTH_2116402,7,17,19,136,183,154,77,79,105
MYCTH_73270,318,479,452,2902,3722,3227,898,787,925
MYCTH_89324,59,116,100,188,159,123,61,76,114
MYCTH_2299772,3179,5281,4921,5328,5984,4778,5098,5108,5482
MYCTH_2299773,439,658,496,1470,2003,1538,2382,2408,2539
MYCTH_2299779,565,772,746,2508,3598,2936,3953,3971,4089
MYCTH_2299780,812,1326,1217,5606,8377,6962,3812,4242,4612
MYCTH_89319,61,179,106,450,530,459,561,543,586
MYCTH_2124653,6,12,12,33,36,27,6,22,14
MYCTH_2299783,335,436,395,738,1097,975,572,561,680
MYCTH_2051955,3,0,2,0,8,4,2,2,2
MYCTH_2052727,2,8,8,2,6,4,13,4,0
MYCTH_2116408,7,7,10,4,1,6,16,4,4
MYCTH_40734,231,380,351,1202,1801,1309,1249,1477,1538
MYCTH_112805,485,818,621,7804,9858,7394,4883,4801,5285
MYCTH_104717,607,795,811,3514,4616,3323,2925,3263,3576
MYCTH_59137,885,1506,1555,2868,3471,2910,3035,2843,3320
MYCTH_112802,399,654,586,1700,2165,1824,1666,1709,1833
MYCTH_109499,563,820,796,4807,6787,5608,6488,5821,7306
MYCTH_2299794,1673,2544,2343,7511,10284,8353,16759,15320,18359
MYCTH_t22,0,2,4,4,0,5,10,8,6
MYCTH_97342,9,12,26,13,18,22,21,31,27
MYCTH_2087100,1108,2012,1997,4884,5656,4547,5313,5057,5384
MYCTH_2299804,328,469,483,141,301,238,723,643,781
MYCTH_2299806,104,167,201,29,41,14,9,20,16
MYCTH_73236,379,616,534,17,16,8,5,6,2
MYCTH_2299819,1166,2271,2225,2311,2803,2382,2670,3103,3321
MYCTH_2299820,692,1208,1119,3086,2723,2156,765,1168,832
MYCTH_2137894,2601,4279,4048,3002,3849,2756,571,519,544
MYCTH_2299830,10579,17370,16110,14756,19113,14506,946,1037,936
MYCTH_2124673,0,4,3,5,5,4,15,1,2
MYCTH_59106,407,708,672,4278,3745,3112,4488,5992,5781
MYCTH_2299837,962,1361,1446,6849,5975,4388,7035,7137,8528
MYCTH_2299838,98,162,153,103,160,161,136,160,115
MYCTH_2299840,115,214,162,508,748,646,674,661,740
MYCTH_2299841,58,86,63,842,1150,895,1127,1230,1099
MYCTH_2052590,117,160,145,56,86,68,139,162,166
MYCTH_2299842,65,110,96,100,97,112,181,135,161
MYCTH_2299843,36,55,32,23,16,2,13,20,16
MYCTH_2299844,1,0,0,0,0,0,0,0,0
MYCTH_2299846,12,26,29,6,20,16,25,30,47
MYCTH_2299849,112,234,245,403,570,512,438,619,530
MYCTH_2299851,115,229,151,238,406,327,433,422,408
MYCTH_2299852,549,915,974,154,172,152,259,235,279
MYCTH_2299854,9,10,10,2,10,2,26,27,8
MYCTH_2299856,39,62,60,1190,1474,1184,62,81,80
MYCTH_2116433,2,8,0,2,0,0,0,0,2
MYCTH_2029285,63,84,46,41,74,82,96,48,74
MYCTH_38796,130,208,182,435,622,510,361,317,433
MYCTH_2124691,5,28,9,6,8,8,0,8,4
MYCTH_2116436,11,18,6,12,16,34,7,10,9
MYCTH_2142698,312,529,414,8,21,14,5,12,8
MYCTH_2124694,115,122,163,213,308,254,155,172,202
MYCTH_2299868,127,170,208,44,45,35,40,18,35
MYCTH_2051009,638,983,788,4398,5901,5218,5831,5701,6059
MYCTH_89278,8,16,19,23,28,19,9,16,18
MYCTH_2314369,335,550,441,1217,1128,736,881,1029,980
MYCTH_2124700,0,0,0,0,0,0,0,0,0
MYCTH_59085,504,843,982,979,1134,962,1011,974,1083
MYCTH_2314370,317,525,414,607,765,607,304,363,347
MYCTH_2299876,1727,3002,2739,6666,8399,6816,5599,5284,5809
MYCTH_2299879,311,461,461,12129,14440,12499,1112,954,1115
MYCTH_2299883,362,546,526,968,1586,1249,1331,1334,1575
MYCTH_37570,932,1478,1518,2532,3264,2952,160,248,247
MYCTH_2299886,583,1102,1030,1429,1852,1572,1192,1245,1177
MYCTH_2299887,746,1384,1146,2848,3568,3100,2692,2961,2963
MYCTH_2299888,134,156,131,1603,1992,1413,1562,1450,1695
MYCTH_2299891,473,735,721,1309,1619,1234,1757,2235,1878
MYCTH_2314374,1263,1917,1952,3077,3000,2090,2818,4083,3259
MYCTH_97310,802,1270,1091,18629,23884,16112,30754,29111,31559
MYCTH_2124711,0,0,0,0,4,0,0,0,6
MYCTH_73194,2494,4093,3702,26034,34101,29142,48094,45026,51769
MYCTH_2299900,36,20,34,33,37,44,15,12,10
MYCTH_2087157,938,1476,1440,2427,3303,2550,2940,2986,3207
MYCTH_2299903,158,201,242,1763,1819,1349,1305,1217,1488
MYCTH_2299904,732,1064,1058,3142,4335,3218,4232,3916,4545
MYCTH_2299907,9216,15028,14163,23932,28900,22927,20001,18494,20963
MYCTH_2299910,28,29,26,25,21,20,49,16,38
MYCTH_2299911,71,116,94,248,246,242,139,184,215
MYCTH_2299913,516,859,949,789,1008,879,361,365,362
MYCTH_2299915,9,10,4,31,40,32,108,75,79
MYCTH_2116457,155,223,171,177,232,182,332,276,331
MYCTH_2116458,4,2,10,0,4,4,6,0,0
MYCTH_73182,1247,2194,1994,786,986,715,366,335,411
MYCTH_2299921,141,106,218,426,531,462,341,313,316
MYCTH_2299922,200,320,353,685,787,734,723,737,784
MYCTH_2299923,60,80,99,321,430,573,455,364,421
MYCTH_89251,2,4,2,16,25,25,15,14,4
MYCTH_38236,0,0,0,0,0,0,0,0,0
MYCTH_2053587,15,28,35,16,11,30,58,23,28
MYCTH_46877,0,0,0,0,0,0,0,0,0
MYCTH_95605,0,0,0,0,0,0,0,0,0
MYCTH_2058544,4,186,11,19,7,6,22,11,4
MYCTH_2108373,0,0,0,0,0,0,0,0,0
MYCTH_2299964,8,21,8,59,96,40,15,11,2
MYCTH_2299965,1458,2333,2329,3179,4325,3741,4780,4062,4626
MYCTH_2299968,1365,2147,1946,11443,14472,12762,7486,6782,7542
MYCTH_2299969,295,476,466,375,565,476,521,628,544
MYCTH_2058820,117,177,174,421,512,476,499,410,480
MYCTH_2124737,4,3,0,6,15,15,8,4,8
MYCTH_66729,186,359,203,108355,145787,118432,86964,86068,98264
MYCTH_2058711,39,66,58,224,339,292,81,96,89
MYCTH_2299975,25,28,32,23,41,19,30,89,98
MYCTH_2299976,641,913,836,3841,5275,4645,3206,3553,3871
MYCTH_2124742,1,0,1,0,0,0,0,0,0
MYCTH_2124743,2,3,1,0,0,0,0,0,0
MYCTH_80081,708,1134,1053,2393,3014,2612,2902,2985,3155
MYCTH_2299979,19,47,40,167,239,197,195,231,240
MYCTH_2299980,463,766,665,1969,2748,2148,2374,2502,2706
MYCTH_2132970,655,1135,1059,2066,2898,2331,3178,3087,3481
MYCTH_2299985,508,840,721,1330,1675,1104,802,715,655
MYCTH_2057317,36,64,67,180,277,189,333,288,283
MYCTH_2124750,1,0,3,0,0,0,2,0,2
MYCTH_2299988,701,1161,971,2083,2581,2113,2856,3029,3299
MYCTH_2299991,67,101,98,269,257,272,234,207,209
MYCTH_t54,0,2,0,0,0,0,2,1,0
MYCTH_2299996,763,1148,1037,6221,8759,6491,7793,7525,8716
MYCTH_2299997,196,284,277,611,695,502,1579,1539,1700
MYCTH_2299998,221,340,345,3727,2995,2045,3832,4737,6043
MYCTH_2089588,2131,3402,2616,5598,7906,5889,6740,7594,8100
MYCTH_2300003,1360,2232,2024,2880,3412,2845,3442,3546,3770
MYCTH_2300006,358,617,621,1016,1313,966,1337,1330,1328
MYCTH_2300008,18,28,7,22,16,18,46,45,45
MYCTH_2300010,2046,3415,3436,4853,6096,5374,9991,10419,11465
MYCTH_2300011,417,803,616,744,920,868,1172,1016,1259
MYCTH_2300012,1544,2512,2886,6706,7793,5870,7438,7869,8692
MYCTH_2076976,344,661,566,7757,8980,7325,20501,19436,22432
MYCTH_2300024,539,846,753,5353,6855,5673,11191,10599,11324
MYCTH_111314,248,466,352,575,734,569,176993,185156,192557
MYCTH_2089610,893,1533,1391,4316,5375,4669,17419,17599,19681
MYCTH_2300032,47,67,71,152,309,192,234,292,205
MYCTH_2108406,1,3,3,31,10,27,33,18,24
MYCTH_2300033,15544,27166,25723,79746,99383,80158,90826,86183,97815
MYCTH_2300045,320,584,630,765,818,620,638,595,719
MYCTH_2300046,55,62,91,159,137,165,78,67,79
MYCTH_2300047,143,200,195,164,199,129,169,202,202
MYCTH_2300049,499,838,664,1657,2069,1839,2155,2039,2254
MYCTH_2300050,41,74,43,109,120,133,132,141,135
MYCTH_2300052,399,651,639,386,434,435,459,398,488
MYCTH_2300054,1337,2122,2125,2414,3279,2752,5127,4996,5250
MYCTH_2300056,322,526,601,830,1158,994,1500,1423,1470
MYCTH_2300057,946,1461,1509,1906,2402,2210,3236,3130,3457
MYCTH_2300059,442,762,618,1688,2197,1823,2071,2160,2063
MYCTH_2108417,12,34,16,52,116,65,83,89,100
MYCTH_2059134,40,76,64,42,66,56,82,96,89
MYCTH_2059724,0,0,0,0,0,0,0,0,0
MYCTH_2057467,62,95,67,17,23,11,27,13,20
MYCTH_2300064,1672,2799,2664,4003,4816,4017,5653,5411,5791
MYCTH_2300067,65,89,120,36,50,38,26,25,28
MYCTH_2300069,106,152,174,435,512,472,461,518,553
MYCTH_2300071,112,209,171,39,26,45,59,23,32
MYCTH_2300073,21,56,40,31,33,29,40,37,31
MYCTH_2058462,26,25,25,20,40,15,9,12,25
MYCTH_2300079,84,139,81,346,562,463,1060,1010,1027
MYCTH_2300082,817,1286,1050,2935,4506,3952,3715,3118,3810
MYCTH_101172,33,57,47,10,10,22,6,4,4
MYCTH_2300087,2,12,1,4,6,0,0,0,0
MYCTH_2300091,796,1308,1199,8283,7040,5886,7805,9803,9482
MYCTH_2300093,983,1445,1456,6591,5628,4447,5052,5981,6603
MYCTH_2300094,17,24,35,36,31,53,39,21,43
MYCTH_2300099,23,23,46,57,96,50,108,175,158
MYCTH_107255,358,517,494,943,1160,771,1126,1181,1258
MYCTH_2300101,263,489,463,767,1063,815,921,909,884
MYCTH_2300105,256,404,295,2460,3297,2748,5837,5534,6646
MYCTH_2116523,1049,1616,1624,2190,2744,2306,2209,1982,2222
MYCTH_80023,414,728,614,1921,2936,2329,2833,2992,3274
MYCTH_2300111,35,59,49,34,35,16,8,4,11
MYCTH_2300113,1300,2135,1978,1714,2343,2116,3009,2634,3139
MYCTH_2300115,423,708,682,1140,1527,1241,1584,1409,1568
MYCTH_2300116,1945,3036,2677,5594,6043,5132,2618,2364,2800
MYCTH_2300117,2144,3196,2693,9491,13051,10786,13378,12414,14284
MYCTH_2300119,730,1167,1278,4285,5423,4768,1472,1602,1574
MYCTH_2300120,154,256,258,425,442,386,367,349,437
MYCTH_2300121,486,803,738,1093,1379,1116,838,809,906
MYCTH_2300124,916,1440,1528,1934,2527,2337,2323,2199,2313
MYCTH_2300125,1089,1719,1670,1891,2335,2033,2378,2194,2275
MYCTH_2077028,859,1530,1429,3296,4142,3529,4459,4526,4544
MYCTH_2314411,4954,7841,6148,14176,18594,16288,16440,15381,17499
MYCTH_2124828,361,583,530,533,584,538,880,743,855
MYCTH_2314413,26363,43699,38396,45916,59763,48772,144188,131223,152614
MYCTH_2300136,328,552,516,946,1192,1010,1067,980,1120
MYCTH_2300138,380,567,506,1478,2021,1802,2794,2767,3226
MYCTH_2300139,540,912,848,3906,3813,2812,3118,3727,3363
MYCTH_2300142,3330,5599,5320,7870,7832,6223,9170,9985,9567
MYCTH_2057284,679,1033,1023,2285,2931,2436,3194,3134,3342
MYCTH_2300145,843,1451,1477,1520,2162,1962,1929,1798,2101
MYCTH_2133010,1804,3144,2867,5827,7972,6711,6315,5734,6472
MYCTH_2300154,875,1411,1382,3649,4950,3849,5680,5478,5700
MYCTH_2300156,1186,1741,1637,4201,5346,4562,6048,6201,6694
MYCTH_2300157,2259,3724,3345,7935,11090,8300,7800,7326,8256
MYCTH_2300159,574,927,824,5482,7103,6044,7932,7209,7998
MYCTH_2300162,592,965,882,1285,1601,1326,1776,1866,1931
MYCTH_2059558,6,6,11,32,34,36,23,18,16
MYCTH_2300166,15,33,14,0,2,2,0,1,0
MYCTH_2300167,71,107,99,50,54,48,6,5,27
MYCTH_2300170,86,101,127,114,122,75,167,203,189
MYCTH_93342,0,1,0,0,0,0,0,0,2
MYCTH_2300172,474,713,657,811,1079,1155,1220,1469,1514
MYCTH_2300173,502,814,762,583,613,565,825,821,921
MYCTH_2300175,466,854,809,825,1031,915,933,943,1032
MYCTH_2300176,536,803,738,1525,2398,1861,1949,1795,2150
MYCTH_2300177,30,51,39,14,30,8,8,13,23
MYCTH_2300179,204,308,267,572,807,536,515,396,436
MYCTH_2300181,341,387,360,1096,1711,1558,2419,2225,2361
MYCTH_2300182,394,653,642,508,828,673,1483,1323,1458
MYCTH_2300183,933,1601,1410,2169,3005,2162,3170,2994,3271
MYCTH_2089701,109,245,229,249,440,345,378,368,320
MYCTH_2300185,1009,1512,1542,4113,4957,4125,5050,5592,5589
MYCTH_2300189,3797,6274,5577,12956,16324,13447,21894,21799,23940
MYCTH_2124857,1,6,4,52,9,14,36,36,67
MYCTH_93330,75,115,122,126,172,144,249,263,279
MYCTH_2116566,408,673,713,1538,1820,1557,1071,1111,1152
MYCTH_2300192,5530,8997,8697,20820,24103,19593,27461,26731,29400
MYCTH_2058204,1035,1772,1735,2896,3327,2568,3695,3792,4164
MYCTH_2314426,1667,2780,2677,5340,5511,4198,2833,2854,2917
MYCTH_2300199,1054,1865,1629,3461,4602,4143,3502,3493,3863
MYCTH_2300201,548,1053,1000,1483,1766,1638,2304,2355,2421
MYCTH_2300213,3727,6042,5289,12832,16221,14401,7049,6823,7610
MYCTH_2300215,75,104,70,163,246,144,150,129,170
MYCTH_2300216,66,133,114,169,196,156,321,340,380
MYCTH_2300219,43,96,73,24,50,49,48,68,75
MYCTH_2300220,27,35,26,175,172,153,136,180,180
MYCTH_2300221,675,958,878,3784,5784,4559,6025,5845,7152
MYCTH_2300225,578,938,929,1549,2126,1687,1366,1582,1639
MYCTH_2300227,671,993,878,2840,3357,3026,3044,2906,3211
MYCTH_2089733,1567,2696,2439,6645,9091,8057,4674,5332,5644
MYCTH_2300230,466,706,728,845,1091,1093,1175,1290,1406
MYCTH_2077114,1178,2057,2083,2513,3520,2732,2614,2920,3258
