Geneid,C_1,C_2,C_3,WT_1,WT_2,WT_3,G_1,G_2,G_3
MYCTH_2139227,639,1147,1303,982,1230,964,1213,1109,1298
MYCTH_2305058,1277,2088,1965,3118,4298,3232,4169,4347,4893
MYCTH_2305067,2085,3562,3003,10205,13655,11236,10517,10373,12160
MYCTH_2134282,2540,4138,3760,7267,9677,8633,11266,11194,12457
MYCTH_2036258,621,1210,988,875,1219,991,1619,1867,1935
MYCTH_2305076,2817,4930,4395,5327,6577,5819,6826,6673,7551
MYCTH_2305078,358,646,566,953,1234,1067,1318,1259,1340
MYCTH_2305080,551,773,795,1004,1441,1267,1484,1364,1437
MYCTH_2305083,481,794,556,4518,5956,5235,6912,6630,7291
MYCTH_2305086,2968,4916,4573,6195,8131,6643,10033,9891,10541
MYCTH_111425,16062,27120,25115,47834,59980,52777,71702,68773,76122
MYCTH_2315319,289,484,524,401,633,396,619,518,595
MYCTH_2305096,814,1238,1210,2634,3299,2736,3761,3408,3549
MYCTH_2305097,862,1448,1365,1981,2374,2186,2295,2442,2600
MYCTH_2315322,4354,7270,7250,10397,13482,10921,13694,12889,14505
MYCTH_2305104,328,640,487,483,651,577,738,790,827
MYCTH_2061596,469,734,673,1066,1156,1089,849,1142,1088
MYCTH_2305106,2025,3327,2817,12144,15182,10154,9602,11788,10853
MYCTH_2305107,2450,3771,3667,10049,14144,11049,11283,12126,12744
MYCTH_2305109,56,43,61,707,645,458,590,766,649
MYCTH_t93,0,0,0,20,16,10,0,6,2
MYCTH_2022110,57,91,73,272,391,325,214,218,261
MYCTH_2305112,596,824,659,1243,1693,1488,2758,2651,3188
MYCTH_2060757,1613,2489,2499,4290,5880,4669,5278,5566,5985
MYCTH_2305118,4370,6836,5922,15011,20606,17297,19746,18883,20577
MYCTH_2305121,1163,1990,1905,1377,1717,1526,1146,1237,1306
MYCTH_2305125,30,56,38,122,119,104,72,88,85
MYCTH_2305128,3595,6137,5312,7061,8766,7834,8086,8113,8574
MYCTH_2060417,618,1018,933,1976,2611,2312,2971,2816,3136
MYCTH_2305132,1020,1834,1602,2387,3137,2783,2348,2136,2644
MYCTH_2305133,370,677,581,543,647,602,499,478,520
MYCTH_2305137,1128,1892,1643,8188,10540,8424,10516,9449,10931
MYCTH_2305142,2159,3454,2865,14552,18659,13667,14156,13385,14784
MYCTH_2062055,122,148,175,186,240,214,270,270,285
MYCTH_2305145,586,786,718,2603,3562,2935,4054,4119,4367
MYCTH_2305146,8,11,13,210,257,233,266,369,273
MYCTH_2305147,61,84,104,29,47,23,41,42,51
MYCTH_t92,0,0,0,0,0,0,0,0,0
MYCTH_t91,0,0,0,0,0,0,0,0,0
MYCTH_2305148,381,624,590,1023,1370,1102,1611,1582,1635
MYCTH_2305149,1042,1631,1485,3920,4878,4042,5064,5077,5163
MYCTH_2305156,182,217,253,509,441,378,476,710,636
MYCTH_2305158,1103,1633,1420,4896,6533,5464,8782,8515,9035
MYCTH_2305160,294,359,306,2265,2852,2516,1890,1897,1951
MYCTH_2060364,3265,5618,5190,6018,6675,5066,5634,5710,6179
MYCTH_80427,7575,12527,11975,110535,89867,53960,127084,139156,186778
MYCTH_2305170,1415,2065,2175,2202,3025,2452,5749,5894,5980
MYCTH_2305172,481,846,721,1603,1838,1352,910,1061,1054
MYCTH_2305173,656,1043,963,1218,1536,1217,1262,1451,1293
MYCTH_2062291,384,680,559,1107,2054,1449,937,1099,909
MYCTH_93700,162,352,262,578,847,727,465,548,584
MYCTH_t90,0,0,0,0,0,0,0,0,0
MYCTH_2060641,823,1315,1249,933,1378,1049,1961,1824,2059
MYCTH_2305186,434,803,601,2721,3120,2604,3508,3684,3724
MYCTH_2305189,2849,4655,4376,5016,6607,5480,10956,11329,12053
MYCTH_2305190,839,1394,1415,1244,1558,1449,1787,1917,1937
MYCTH_2127135,295,453,450,709,989,808,1266,1213,1269
MYCTH_2305193,904,1417,1261,1499,2195,2090,3016,3056,2932
MYCTH_111405,29526,49651,50638,21025,26554,23774,35209,36239,37908
MYCTH_2305195,530,1025,850,716,950,878,710,696,713
MYCTH_2127139,839,1499,1334,1124,1688,1381,1945,1837,1929
MYCTH_2062826,1121,2075,2013,1214,1426,1255,1858,1822,1944
MYCTH_2305200,707,1087,897,2655,3886,3080,4588,4393,4980
MYCTH_2305202,311,425,366,590,759,656,1885,1635,1764
MYCTH_2305205,1481,2119,2038,6115,8298,6277,8319,8390,9107
MYCTH_2093040,403,685,580,1003,1379,1217,1486,1390,1591
MYCTH_2305210,736,1142,1051,3131,4688,4160,5594,5328,6031
MYCTH_2305213,831,1389,1294,1747,2302,2028,2095,2000,2282
MYCTH_2127147,79,152,99,58,67,53,55,55,36
MYCTH_67060,870,1390,1474,12847,16443,12585,4917,4892,5346
MYCTH_2305218,336,480,432,4148,5465,4216,3540,3490,3947
MYCTH_2118584,10,15,14,14,25,10,13,21,14
MYCTH_2305224,1343,2279,2281,1268,1663,1343,1617,1530,1541
MYCTH_2305231,722,1202,1120,1976,3202,2651,3228,2928,3231
MYCTH_67051,1026,1649,1600,2340,2899,2630,3646,3523,3939
MYCTH_101411,2366,3911,3960,5405,6898,6054,11862,12217,12756
MYCTH_2305251,589,983,865,2386,2946,2479,3712,3646,3874
MYCTH_2305258,1221,1965,2099,5071,6371,4981,4802,4482,4910
MYCTH_2305259,420,653,483,925,1015,1002,886,815,994
MYCTH_2139278,29,73,45,60,65,29,7,44,56
MYCTH_101406,488,897,771,1201,1498,1351,1708,1918,1914
MYCTH_2305262,328,495,471,524,794,670,493,579,559
MYCTH_2305264,1285,2091,2050,1904,2919,2860,2803,2545,3021
MYCTH_2305265,630,957,988,1344,1477,1226,2000,2137,2388
MYCTH_2305269,345,531,540,731,1016,874,1591,1854,1809
MYCTH_2093073,551,942,919,710,977,901,1504,1593,1688
MYCTH_t85,0,0,0,1,0,0,0,0,0
MYCTH_111388,147,243,173,12510,16800,13359,17860,18083,19776
MYCTH_101399,117,196,128,324,415,340,486,439,431
MYCTH_2305285,119,231,184,205,245,249,229,252,236
MYCTH_2305288,819,1373,1037,2970,3706,2783,4159,3961,4174
MYCTH_2305292,1082,1703,1745,1563,2136,1750,1694,1708,1836
MYCTH_2305293,604,868,844,2255,2799,2723,4369,4339,4841
MYCTH_101394,257,440,428,3619,4776,4191,4746,4638,5070
MYCTH_2315354,6883,11859,12463,12871,17246,14750,20933,18757,20833
MYCTH_2305305,1229,1953,1892,4465,5722,4400,5818,6060,6815
MYCTH_67016,1618,2742,2622,3763,4436,3889,4913,4741,5295
MYCTH_2305315,1205,1931,1728,11045,13610,11068,13463,13413,14200
MYCTH_2305316,4,7,6,23,26,26,32,56,77
MYCTH_2305317,504,875,787,1627,2191,1706,4449,4736,4799
MYCTH_2118610,1095,1756,1507,3904,5047,4560,6348,6021,7356
MYCTH_2060581,0,0,0,0,0,0,0,0,0
MYCTH_2062106,0,0,0,0,0,0,3,0,0
MYCTH_36895,8,16,15,13,31,16,31,20,17
MYCTH_2062582,707,1015,937,6797,8268,6943,9194,9589,11030
MYCTH_48804,13,20,28,105,94,70,50,72,70
MYCTH_2305327,560,926,865,10937,14042,11335,2848,2783,2816
MYCTH_2305328,159,246,183,1522,2556,1301,3111,3942,3275
MYCTH_93648,50,105,108,149,118,152,116,116,126
MYCTH_2305331,1323,2253,1798,5499,7350,5757,5761,5553,6269
MYCTH_2305333,628,1114,1018,2764,3510,2681,3162,3081,3307
MYCTH_2305336,811,1203,995,6553,7347,6201,5228,5722,6887
MYCTH_2305337,409,652,552,1868,2171,1715,1631,1819,1834
MYCTH_2127191,15,21,15,10,12,10,12,14,19
MYCTH_2305340,1823,3177,2977,3933,5105,4411,5179,5061,5615
MYCTH_2305342,583,984,915,562,826,571,629,532,638
MYCTH_111377,1296,1998,1986,1802,2236,1949,2957,2906,3380
MYCTH_2127197,5,19,27,8,11,2,20,13,1
MYCTH_2305345,273,439,462,1041,1503,1110,1413,1266,1416
MYCTH_80312,69,86,82,3464,4399,3897,493,685,666
MYCTH_t86,0,0,0,0,0,0,0,0,0
MYCTH_2305349,645,975,970,475,558,517,1661,1796,1882
MYCTH_2305350,1411,2236,2224,3039,4024,3719,4252,4416,4604
MYCTH_50083,1232,2090,1924,3470,4880,3796,6176,6820,6432
MYCTH_2305356,1560,2787,2432,1430,1812,1669,1947,1781,1906
MYCTH_2305357,26,52,27,27,28,33,148,155,159
MYCTH_80304,154,175,140,463,703,523,671,700,811
MYCTH_t89,2,6,0,0,0,0,0,1,0
MYCTH_2134354,56,89,95,59,84,58,46,71,71
MYCTH_2037651,0,0,0,0,0,0,0,0,0
MYCTH_66978,1,8,0,0,4,2,0,0,0
MYCTH_80299,0,0,0,0,0,0,0,0,0
MYCTH_2061412,0,0,0,0,0,0,0,0,0
MYCTH_2305366,200,350,276,1068,884,653,874,931,913
MYCTH_2043664,1,6,9,40,19,19,12,14,4
MYCTH_2080506,2588,4386,4618,18829,23124,18813,27644,29225,32198
MYCTH_2305371,877,1543,1344,3153,4048,3467,5630,5706,6009
MYCTH_2305375,272,445,420,501,645,544,1091,1016,1075
MYCTH_2305377,21,35,40,4,13,0,89,57,69
MYCTH_2305379,48,124,76,98,127,99,76,64,95
MYCTH_2305381,48,80,74,210,321,225,212,190,256
MYCTH_2305382,528,971,821,1991,2988,2496,3452,3483,3729
MYCTH_2060238,69,133,111,115,184,144,132,96,116
MYCTH_2110542,0,2,0,1,0,3,0,8,6
MYCTH_2110543,0,0,2,0,4,0,0,2,0
MYCTH_2093133,191,397,352,260,364,303,307,317,327
MYCTH_2305389,102,139,121,95,101,73,175,140,185
MYCTH_2305390,1,2,4,9,8,2,8,3,4
MYCTH_111372,39,101,55,5750,7620,6142,8415,9123,9359
MYCTH_80276,288,592,499,2595,4302,2976,9154,9054,10219
MYCTH_2305394,725,1065,1038,1416,1738,1595,1904,1807,1796
MYCTH_2305395,132,228,132,979,1214,1074,1339,1103,1313
MYCTH_2305398,85,158,175,81,121,118,114,102,156
MYCTH_t88,2,7,8,0,0,0,0,5,3
MYCTH_2060403,11,30,28,8,0,3,14,12,0
MYCTH_80274,87,123,135,16573,22946,18724,1388,1359,1445
MYCTH_2305399,14,31,22,86,103,103,66,32,56
MYCTH_2305401,12,23,25,41,96,41,71,67,73
MYCTH_2060712,0,0,1,0,0,2,0,0,0
MYCTH_2305403,42,65,67,46,103,72,96,86,79
MYCTH_50538,0,0,0,0,0,0,0,0,0
MYCTH_101354,4,14,19,96,141,98,9,19,19
MYCTH_2305406,444,741,638,1582,2324,1850,2153,2367,2341
MYCTH_2305407,7724,12238,11507,19078,25858,20751,11836,12259,13291
MYCTH_2315372,261,467,381,883,1029,762,1251,1396,1257
MYCTH_49355,1205,2142,2041,2700,3122,2478,2970,3431,3594
MYCTH_2110559,99,154,104,113,141,137,68,60,96
MYCTH_93602,2,3,2,0,3,0,0,0,0
MYCTH_2118654,6,22,23,20,26,58,3,13,2
MYCTH_2118655,20,22,27,40,89,53,9,24,11
MYCTH_2305413,619,1145,1135,1377,1836,1741,1920,2106,2014
MYCTH_2305415,38,24,25,74,75,75,124,108,124
MYCTH_66924,33,53,58,9,36,28,7,29,22
MYCTH_2118656,3,2,1,0,0,5,0,0,0
MYCTH_50286,3,2,1,4,1,2,4,2,0
MYCTH_2305417,0,6,1,2,0,4,12,0,10
MYCTH_2305418,130,202,179,241,379,254,194,288,206
MYCTH_101345,48,74,78,518,620,554,419,545,498
MYCTH_2305420,10,14,12,88,80,61,92,178,126
MYCTH_2305421,15,19,20,33,21,31,44,25,48
MYCTH_2127263,2,3,24,15,10,12,13,14,7
MYCTH_2305422,150,221,244,344,406,319,165,119,143
MYCTH_2110569,0,0,0,0,0,0,0,0,0
MYCTH_93590,0,1,0,0,0,4,0,4,0
MYCTH_93589,0,0,5,0,0,2,1,0,5
MYCTH_2144007,22,44,45,240,290,258,0,20,12
MYCTH_2305424,1318,2253,1902,17088,22615,18270,25771,24362,28452
MYCTH_2305427,835,1409,1324,2562,3438,2938,3779,3483,4038
MYCTH_93585,21,39,25,11,32,17,48,50,29
MYCTH_2118664,1,9,0,0,0,2,0,4,0
MYCTH_2305429,936,1520,1342,1699,2348,1920,3282,2947,3253
MYCTH_2305433,1445,2533,2268,8470,10840,8348,9275,8642,9088
MYCTH_2060085,2,11,7,1,2,2,0,4,7
MYCTH_2305436,343,627,518,1529,1663,1124,1723,1681,1991
MYCTH_2118668,64,79,82,103,125,86,78,113,105
MYCTH_2305438,30,41,48,12,10,13,21,12,12
MYCTH_2305439,45,60,85,23,53,41,35,20,21
MYCTH_2127280,1,4,6,3,3,2,0,2,0
MYCTH_2305442,55,122,105,1082,1728,1520,273,283,285
MYCTH_93575,5,10,3,34,67,26,35,62,54
MYCTH_2305443,3,1,4,23,20,14,7,12,11
MYCTH_80233,43,52,46,1302,1758,1454,81,70,99
MYCTH_2305447,54,70,96,355,478,458,383,367,445
MYCTH_2305448,967,1488,1402,2527,3224,2713,1364,1365,1622
MYCTH_2127287,153,240,220,565,715,527,1460,1539,1515
MYCTH_2305452,33,48,62,6,6,8,3,4,2
MYCTH_2305453,1626,2552,2636,2938,4114,3212,2966,3351,3467
MYCTH_2305454,38,91,100,30,46,27,24,65,39
MYCTH_80223,453,731,821,685,914,770,710,799,798
MYCTH_2305455,373,695,710,650,618,423,672,793,720
MYCTH_2305456,1702,2743,2524,836,1031,709,514,668,649
MYCTH_2061275,48,82,71,66,85,57,55,96,61
MYCTH_2305458,1545,2596,2674,5553,7267,5892,4199,4477,5070
MYCTH_2305460,85,155,124,666,801,718,394,328,296
MYCTH_2305461,188,317,283,553,656,574,453,380,459
MYCTH_2305464,270,405,457,163,224,219,128,96,103
MYCTH_2305468,127,178,215,667,515,356,718,824,725
MYCTH_2315383,25,51,66,153,128,94,140,110,127
MYCTH_2038764,73,87,94,58,61,62,25,37,38
MYCTH_2305470,623,990,1044,2370,2809,2250,2758,2876,3079
MYCTH_93554,0,1,0,0,0,0,2,1,4
MYCTH_2062163,4,38,17,9,15,17,16,29,44
MYCTH_101321,33,80,63,35,36,31,39,23,37
MYCTH_2305498,385,688,664,806,1022,929,836,731,763
MYCTH_2139328,604,1011,1029,9497,12511,10188,7109,7376,8194
MYCTH_2305501,4143,6890,6650,33514,42404,35188,23513,23940,26081
MYCTH_2118714,354,721,649,1733,2207,1856,1052,1144,1101
MYCTH_2061857,262,426,440,2062,2995,2298,1547,1505,1727
MYCTH_2305504,470,771,684,1062,1379,1242,995,1108,1093
MYCTH_2305506,1721,2827,2751,2107,2811,2462,2522,2253,2460
MYCTH_2305507,843,1391,1310,1629,2316,1914,3059,3160,2882
MYCTH_2305509,1366,2081,1900,2382,3461,2728,4668,4528,4851
MYCTH_2305512,541,825,844,788,989,857,1079,1113,1141
MYCTH_2305513,524,897,841,1061,1526,1258,1527,1436,1439
MYCTH_2305515,1144,1668,1592,3898,5527,4176,6076,6216,6391
MYCTH_2080603,6111,10228,9082,12094,16387,13767,34652,34612,38249
MYCTH_2305519,319,492,504,723,1131,957,1225,1285,1439
MYCTH_2305522,412,668,530,1980,2771,2166,2203,1974,2357
MYCTH_49824,31,80,87,22162,28544,23667,223,155,234
MYCTH_49210,49,60,63,869,1293,1070,237,254,235
MYCTH_33039,11,39,15,49,71,48,25,31,18
MYCTH_93534,7,5,0,0,0,0,0,0,0
MYCTH_2059965,14,42,28,22,16,5,9,14,24
MYCTH_2060315,23,25,20,20,30,16,9,12,11
MYCTH_2305529,349,722,711,1108,1459,1050,947,960,1025
MYCTH_2305531,3257,5472,4655,243,308,312,452,359,457
MYCTH_2110630,5,26,2,4,9,0,0,0,1
MYCTH_115501,10772,16286,14171,5658,6967,5419,5401,5182,5700
MYCTH_2305543,900,1767,1508,1918,2506,2245,4268,4137,4370
MYCTH_2305546,394,685,646,236,326,273,396,340,405
MYCTH_2305551,3975,6355,5826,3818,5469,5021,5125,4691,5361
MYCTH_2110635,6,5,3,3,1,2,7,17,3
MYCTH_2127338,27,27,35,6,20,5,6,4,21
MYCTH_50608,54,69,70,167,225,231,110,102,131
MYCTH_2315393,49,101,116,55,67,61,68,60,92
MYCTH_2305555,470,873,807,554,652,682,779,636,684
MYCTH_2305556,582,875,865,1680,2287,1882,1826,1864,1940
MYCTH_50523,456,623,666,1466,2191,2083,2423,2269,2632
MYCTH_50820,484,806,785,3348,4302,3687,1723,1768,1959
MYCTH_2305566,4,20,8,17,20,12,5,2,10
MYCTH_2060437,47,94,92,86,98,119,95,98,66
MYCTH_33003,100,113,77,239,404,309,264,276,234
MYCTH_2060709,133,179,138,348,532,444,582,681,591
MYCTH_2305568,165,276,256,621,742,653,766,775,841
MYCTH_2061852,72,151,124,409,668,517,554,505,611
MYCTH_2305570,74,141,120,64,113,105,138,111,114
MYCTH_2040748,104,178,145,147,253,143,249,255,236
MYCTH_2305573,153,212,191,389,379,281,1100,1408,1532
MYCTH_2305575,20373,33564,31325,51372,68978,60712,154615,159009,175856
MYCTH_2305576,1694,2879,2546,8993,12093,10011,14306,14380,16054
MYCTH_2060442,100,155,148,114,127,106,210,229,308
MYCTH_49393,59,69,76,356,413,273,358,317,333
MYCTH_2110651,9,6,19,53,64,44,37,48,77
MYCTH_2060065,34,36,25,78,62,67,87,108,100
MYCTH_2110653,6,5,3,4,17,0,2,3,3
MYCTH_2061987,16,30,36,27,20,26,73,84,101
MYCTH_2127358,69,125,82,170,246,286,267,233,287
MYCTH_2305582,100,200,138,620,901,624,995,983,1147
MYCTH_2305584,31,81,50,82,119,96,106,102,136
MYCTH_2305586,272,548,452,840,1106,956,1347,1339,1323
MYCTH_2127362,9,8,2,0,2,0,2,4,0
MYCTH_2305589,246,416,370,599,919,797,1043,925,1311
MYCTH_2305590,291,424,437,365,467,437,502,569,563
MYCTH_2305591,362,508,522,374,650,429,473,507,607
MYCTH_2305592,589,1047,948,896,1259,1121,884,995,907
MYCTH_2305594,381,586,522,460,706,474,607,670,669
MYCTH_2305597,1287,2145,1934,3523,4332,3787,7327,7472,8175
MYCTH_2305598,1055,1594,1614,3604,3268,2787,4021,5081,4457
MYCTH_2305599,10,12,15,17,10,10,8,2,4
MYCTH_2134407,1518,2656,2090,41305,47239,43947,26410,28647,28414
