Geneid,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,T1_1,T1_2,T1_3,T2_1,T2_2,T2_3
MYCTH_2310317,2.28,0.56,0.93,7.73,6.86,5.64,2.75,1.19,6.27,7.7,7.48,7.26
MYCTH_2310320,20.86,19.56,18.29,39.33,31.66,31.83,22.2,26.21,23.85,25.38,24.89,25.2
MYCTH_2310321,6.97,6.47,5.55,11.64,12.06,10.59,4.05,3.31,4.12,4.78,6.45,6.19
MYCTH_2310322,0.81,0.27,0.3,1.26,1.76,1.13,1.13,0.57,2.67,0.97,1.07,0.96
MYCTH_2310324,7.52,8.05,8.3,10.29,11.17,10.68,5.57,5.04,5.21,6.49,7.45,7.53
MYCTH_2129891,0.73,0.26,0.39,1.87,1.02,1.4,0.08,0.09,0.61,0.26,0.63,0.55
MYCTH_39035,0.42,0.81,0.29,1.2,1,0.87,1.81,0.69,18.31,1.03,1.1,0.96
MYCTH_t168,0,0.37,0.68,1.39,0.82,1.67,0.67,1.09,0,2.19,1.21,1.45
MYCTH_90182,1.08,0.15,1.56,15.09,17.55,17.05,10.68,0.63,6.36,34.06,34.2,27.14
MYCTH_2310333,60.18,58.49,56.8,78.3,82.7,82.57,66.31,54.78,78.72,73.42,73.17,86.23
MYCTH_60685,129.5,145.65,125.98,257.62,287.26,290.06,103.85,96.56,122.22,170.43,177.27,194.37
MYCTH_2310338,19.38,16.72,16.85,21.57,21.36,22.87,14.99,13.17,14.98,13.44,15.42,13.94
MYCTH_2310340,41.51,47.26,44.58,80.99,80.9,79.98,51.39,53.27,60.54,75.61,71.1,75.19
MYCTH_2310341,72.86,67.45,67.43,57.18,56.48,55.38,60.82,61.4,56.37,39.92,40.24,41.39
MYCTH_109876,49.36,61.08,56.49,76.72,74.69,76.05,49.36,48.99,53.27,52.13,52.87,57.9
MYCTH_2316240,2130.34,2140.67,2233.72,1491.01,1445.97,1378.5,2085.62,2437.86,2011.12,1705.48,1674.64,1740.18
MYCTH_2140529,37.58,42.64,41.1,71.02,62.92,61.73,45.08,45.22,50.76,52.93,53.18,52.98
MYCTH_2112795,0.22,0.15,0.47,0.55,0.49,0.25,0.51,0.35,0.53,0.28,0.25,0.35
MYCTH_2120747,4.17,4.26,4.39,5.4,6.16,7.61,2.78,2.42,3.5,4.23,4.18,3.49
MYCTH_2120748,2,1.17,2.44,1.11,1.3,1.41,1.21,0.98,2.01,0.62,0.78,0.95
MYCTH_2140530,68.65,71.85,64.62,65.23,66.07,64.11,50.06,51.1,40.93,40.79,42.17,48.1
MYCTH_2112799,0.6,0.38,1.24,12.18,12.4,13.09,10.39,0.73,86.67,43.83,47.69,43.87
MYCTH_2310362,9.64,9.63,9.29,12.41,11.58,12.64,6.92,6.29,7.01,10.31,9.84,9.7
MYCTH_2112801,0,0.05,0,0.08,0.16,0.1,0,0,0,0.46,0.18,0.18
MYCTH_2310363,31.53,43.02,32.72,27.49,28.9,26.36,15.55,14.53,20.07,19.15,17.7,21.11
MYCTH_2120753,2.62,2.15,2.14,3.25,3.66,3.76,1.47,1.71,4.92,2.99,3.12,3.02
MYCTH_60661,16.63,16.77,14.58,12.56,11.53,13.1,14.68,8.22,12.91,7.69,7.71,8.94
MYCTH_2096307,25.96,25.72,25.75,18.27,18.43,21.69,21.48,18.16,17.62,12.98,11.46,12.33
MYCTH_2140533,2.74,2.55,2.91,15.51,15.41,14.58,2.47,2.51,5.81,14.1,13.56,12.69
MYCTH_2310379,3.49,3.75,4.08,22.43,22.29,21.68,4.13,4.35,8.46,26.83,19.65,20.23
MYCTH_109870,30.83,30.01,29.36,87.71,89.4,91.57,25.78,26.22,37.58,84.27,78.7,80.05
MYCTH_2096317,3.93,2.83,4.17,24.19,23.98,24.35,4.62,3.01,9.96,17.04,17.5,17.73
MYCTH_2316248,34.18,35.45,30.5,56.93,60.54,57.99,25.42,26.27,43.11,38.4,40.27,43.04
MYCTH_2316249,8.91,9.05,9.49,43.16,43.58,49.29,10.42,6.43,20.03,23.65,22.38,22.01
MYCTH_2310391,2.95,2.75,2.65,8.97,12.29,12.39,2.53,0.95,4.89,5.87,6.62,5.55
MYCTH_74601,2.12,2.02,1.35,8.82,9.86,8.3,2.72,1.2,3.31,8.07,5.95,7.32
MYCTH_2310392,4.68,3.91,4.81,14.97,15.98,15.31,6.14,5.21,5.74,13.12,12.03,12.88
MYCTH_2310394,127.59,140.51,132.01,175.07,166.77,169.8,118.15,128.87,132.69,132.86,134.56,146.85
MYCTH_2310396,20.5,22.32,21.39,21.45,25.84,24.09,18.13,17.56,18.83,18.31,18.6,17.73
MYCTH_2069072,0.83,0.57,0.26,0.8,0.61,0.6,0.37,0.68,0.42,0.61,0.57,0.28
MYCTH_2135602,0.12,0.17,0.11,0.3,0.29,0.31,0.1,0.06,0.07,0.14,0.13,0.11
MYCTH_2310402,20.05,15.66,17.53,28.59,30.04,29.58,14.96,14.77,13.85,20.84,17.5,14.75
MYCTH_2310404,16.95,14.8,14.94,21.16,20.96,22.15,11.8,12,11.82,13.92,16.61,18.44
MYCTH_2070109,3.75,3.89,4.31,3.89,4.39,6.8,3.15,1.92,1.69,2.81,2.78,1.9
MYCTH_2310405,2.13,1.93,2.33,6.36,7.27,6.95,1.92,1.83,1.41,2.96,2.96,3.23
MYCTH_2310406,8.16,9.5,8.31,10.07,14.19,12.4,6.12,5.5,7.13,6.89,7.34,8.89
MYCTH_2120773,0.94,1.11,0.98,2.54,2.38,3.13,0.72,0.32,1.05,1.2,1.16,1.07
MYCTH_2310408,7.4,9.03,11.19,12.93,14.31,16.88,11.16,8.44,13.55,9.54,8.2,9.92
MYCTH_2310410,29.71,26.64,27.92,90.63,100.02,88.73,18.22,16.56,20.3,48.79,54.63,46.36
MYCTH_98107,6.1,5.84,6.61,13.06,15.57,14.46,2.18,1.91,2.85,5.51,5.69,5.19
MYCTH_60632,447.33,404.08,421.45,407.66,411.18,419.42,413.15,527.1,339.88,228.12,227.54,229.02
MYCTH_2310419,14.48,16.64,15.39,18.33,17.72,17.19,11.25,11.29,12.84,12.67,11.67,13.07
MYCTH_2310421,12.84,16.97,14.54,14.77,17.91,15.05,11.08,13.82,13.88,11.19,13.12,12.36
MYCTH_2310422,15.43,13.81,14.47,20.11,21.41,20.77,12.87,9.02,13.33,12.67,14.92,13.02
MYCTH_2310428,51.23,49.32,48.81,47.9,47.62,47.51,40.5,42.41,29.74,30.81,31.83,30.93
MYCTH_98099,34.78,31.17,32.21,64.3,66.32,63.16,19.54,17.87,23.55,32.61,32.18,28.86
MYCTH_2310435,81.87,79,85.95,124.2,124.31,128.1,63.58,66.88,63.75,57.94,55.92,55.23
MYCTH_2096341,129.92,149.42,137.46,105.2,99.02,106.6,131.58,135.93,126.88,79.27,77.44,97.25
MYCTH_2310437,23.87,24.99,23.61,49.77,48.43,50.69,14.75,11.65,20.05,23.52,24.59,23.98
MYCTH_2310439,29.96,29.69,27.08,59.15,66.33,67.06,16.24,13.56,20.71,26.72,27.72,26.38
MYCTH_2120781,10.3,13.13,13.73,11.43,12,13.29,9.21,9.04,10.36,8.08,7.84,6.83
MYCTH_t177,0.67,1.42,0,0.67,0.26,0.32,0.32,0,0.34,0,0,0.35
MYCTH_74573,1.96,1.51,1.55,3.59,2.92,3.55,1.05,0.94,1.42,2.84,1.8,2.03
MYCTH_2316262,112.22,112.3,104.01,271.43,286.1,268.16,53.69,49.54,75.13,93.66,100.07,103.76
MYCTH_2310453,38.32,34.06,32.78,57.21,55.31,57.09,23.98,20.93,20.3,24.67,23.6,22.21
MYCTH_2310455,1.75,1.69,1.24,4.57,4.71,4.66,1.19,0.51,1.34,2.46,2.31,2.43
MYCTH_2310457,2.41,2.91,2.3,3.1,4.15,3.52,1.89,2.41,2.76,2.37,2.87,2.63
MYCTH_2310459,3.75,2.95,2.66,2.66,3.92,3.66,4.36,3.96,3.89,3.64,2.24,2.53
MYCTH_2310460,8.32,8.86,7.48,10.92,11.37,11.3,7.17,5.31,8.44,7.55,7.11,8.08
MYCTH_2310461,1.24,0.85,0.51,1.76,2.05,1.55,0.71,0.66,1.19,1.53,1.02,1.14
MYCTH_t169,7.62,11.26,4.76,2.71,4.49,4.69,6.27,1.14,5.2,11.73,14.39,7.33
MYCTH_2310462,380.3,436.63,412.18,590.83,576.56,562.48,384.74,407.13,441.76,501.7,466.28,493.77
MYCTH_2310464,70.76,62.07,59.57,163.59,175.4,180.43,42.21,42.45,37.29,105.31,101.84,104.48
MYCTH_2310466,17.82,16.8,16.48,24.62,23.9,25.66,13.21,11.67,16.05,14.97,13.96,17.34
MYCTH_2310467,8.42,8.12,9.49,8.02,7.76,9.15,8.37,5.92,8.26,13.15,13.92,11.73
MYCTH_2310469,15.67,18.37,16.32,12.29,13.71,13.51,9.55,9.79,11.58,7.29,8.08,9.49
MYCTH_2310470,5.03,4.49,4.56,12.17,10.49,8.07,3.75,2.75,4.42,7.45,6.33,6.91
MYCTH_2310471,18.33,22.26,20.37,31.38,30.89,30.86,13.5,13.16,16.43,18.48,21.2,18.11
MYCTH_2068390,0,0.34,0,0,0.25,0.46,0,0.34,0,0,0,0
MYCTH_38980,3.7,4.18,3.35,8.11,5.71,6.13,1.3,1.55,3.47,3.87,2.88,4.21
MYCTH_98083,3.15,2.36,3.69,2.22,4.53,4.89,1.26,0.82,2.9,2,2.27,1.49
MYCTH_2310474,2.51,3.95,2.9,5.99,6.66,7.93,2.69,2.81,2.89,4.9,3.9,4.16
MYCTH_2129970,0,0,0,0,0,0.1,0,0,0,0,0,0
MYCTH_2310477,4.9,4.78,4.48,8.11,10.01,11.27,2.48,2.04,2.13,4.76,4.84,4.34
MYCTH_2310483,24.68,25.84,26.49,32.87,33.4,35.62,20.14,16.38,20.23,21.53,21.41,22.42
MYCTH_2310488,33.83,36.9,34.25,76.79,80.07,83.41,18.76,16.89,24.74,40.62,39,38.73
MYCTH_2135627,38.22,39.71,37.31,47.54,52.32,54.65,28.2,26.32,31.58,35.91,37.79,39.26
MYCTH_2310492,40.42,43.39,43.78,111.51,110.87,114.88,38.93,33.74,36.2,32.89,33.51,35.28
MYCTH_37869,1.65,2.33,2.3,19.53,20.82,23.37,2.49,1.64,2.31,13.37,15.16,15.92
MYCTH_2310501,0.02,0.18,0.04,0.11,0.58,0.14,0.12,0.09,0,0.25,0.15,0.26
MYCTH_2310503,13.28,10.77,12.66,14.67,17.86,18.5,8.54,8.6,7.88,8.27,8.99,7.33
MYCTH_2068800,5.98,6.33,7.1,7.19,9.03,9.15,3.12,3.4,4.55,4.39,5.49,4.66
MYCTH_2310505,30.68,29.28,31.49,51.63,51.81,50.89,17.21,16.91,17.73,27.96,28.17,25.28
MYCTH_2310508,12.11,11,13.66,20.74,23.87,23.38,9.79,9.45,11.3,11.64,13.66,11.61
MYCTH_2070514,0.23,0.13,0.05,0.24,0.4,0.29,0,0.07,0.04,0.16,0.12,0.11
MYCTH_2310511,4.78,5.84,5.01,4.34,5.91,6.71,4.82,4.29,4.17,4.85,4.73,5.13
MYCTH_2310513,7.2,7.64,7.64,15.4,15,14.42,5.26,4.87,5.75,12.17,12.02,10.21
MYCTH_2310516,33.44,31.37,38.37,27.73,24.59,25.75,19.68,15.81,12.28,56.17,56.87,55.13
MYCTH_105197,261.61,300.51,367.58,68.87,49.76,44.14,274.93,256.66,140.37,479.53,479.68,533.99
MYCTH_2310518,37.94,42.61,38.49,56.45,52.14,49.53,40.46,43.5,47.32,46.78,50.29,48.35
MYCTH_2310521,248.92,281.88,262.75,218.1,217.26,224.21,252.04,238.84,250.27,229.62,211.39,250.95
MYCTH_2310525,1.25,1.56,1.85,8.44,8.61,9.33,1.17,0.76,2.29,3.69,3.44,2.55
MYCTH_2310527,26.02,29.2,35.48,44.49,43.55,43.9,25.39,26.31,24.91,23.82,30.68,38.05
MYCTH_60726,17.2,20.26,17.62,29.93,30.51,32.71,17.17,19.39,20.82,25.22,24.57,25.58
MYCTH_2069029,0.74,0.53,0.52,1.12,2.58,1.19,0.48,0.56,0.42,0.93,0.44,0.58
MYCTH_2129999,0,0,0,0,0,0,0,0.02,0,0.04,0,0
MYCTH_90104,0,0.16,0.26,0.45,0.5,0.32,0,0,0,0.44,0.13,0
MYCTH_2310539,7.96,9.23,8.28,10.75,11.12,9.84,7.39,6.02,8.39,7.7,6.87,8.05
MYCTH_2310541,12.12,11.23,10.69,20.76,19.95,21.34,8.72,9.24,10.76,12.37,12.92,12.76
MYCTH_2310543,16.3,16.51,15.55,36.23,39.51,44.08,7.85,5.83,9.75,15.41,17.42,16.71
MYCTH_2310546,42.3,38.85,39.95,73.46,79.5,73.69,32.23,35.48,39.39,43.21,44.3,38.31
MYCTH_74504,19.64,20.27,18.99,16.43,18.5,19.43,14.87,13.68,16.91,11.75,12.36,11.1
MYCTH_37941,4.89,2.46,5.25,8.08,5.87,5.11,3.64,5.32,4.59,6.12,6.58,5.26
MYCTH_2310547,3.28,4.65,3.22,4.26,4.08,5.42,1.62,1.54,2.15,3.28,3.54,2.92
MYCTH_2310549,2.64,2.64,3.06,4.14,4.27,3.63,1.19,0.74,1.42,3.03,3.1,2.82
MYCTH_90096,0,0,0.09,0.1,0.02,0,0.23,0.05,0.19,0,0,0
MYCTH_60517,39.27,44.32,42.98,59.39,52.75,57.79,37.99,37.48,44.23,43.53,39.69,45.99
MYCTH_2310551,83.63,98.83,82.57,77.13,76.78,93.04,56.23,55,59.26,49.32,49.81,69.01
MYCTH_2310556,42.43,37.89,42.13,111.85,122.16,121.34,23.5,23.14,35.04,52.02,54.28,49.04
MYCTH_t170,1.64,0.99,0.45,1.16,0.55,0,8.74,7.82,11.04,0,0.41,0.48
MYCTH_60509,369.64,344.05,334.29,57.96,56.92,57.96,608.84,642.56,579.64,35.83,42.02,34.17
MYCTH_2310561,0.47,0.54,0.46,0.18,0.66,0.35,0.49,0.23,0.73,0.79,0.16,0.04
MYCTH_2310562,23.11,25.21,21.6,9.8,11.15,11.91,15.11,14.23,16.13,5.32,5.41,7.12
MYCTH_2069697,0.24,0,0.08,0.16,0.31,0,0,0.08,0.32,0.14,0.07,0.25
MYCTH_2310565,15.54,16.84,17.02,25.35,26.62,25.05,12.8,11.62,16.09,14.15,15.17,17.5
MYCTH_2310567,5.02,7.21,6.23,7.23,8.57,10.21,3.59,2.75,4.44,3.98,3.99,4.38
MYCTH_74487,38.92,38.42,40.18,49.95,47.84,47.73,25.85,24.77,28.25,33.21,37.57,37.35
MYCTH_2140577,8,8.64,8.2,12.33,10.57,10.91,6.09,4.7,5.72,6.36,7.07,5.69
MYCTH_2096434,27.77,28.08,29.26,29.36,32.39,32.31,15.2,12.14,17.65,17.31,18.03,19.97
MYCTH_2310585,0.61,0.85,1.73,2.01,1.44,2.51,0.81,0.98,1.46,1.26,1.18,1.55
MYCTH_2310586,10.27,9.5,11.3,43.83,44.42,47.53,11.12,12.43,11.2,23.98,22.89,21.56
MYCTH_2310587,0,0,0.07,0.15,0,0,0,0,0.15,0,0.07,0.23
MYCTH_2310588,0.06,0.18,0.11,0.28,0.04,0,0.21,0,0.22,0.2,0,0.17
MYCTH_2112885,0.97,1.77,0.68,1.51,2.56,1.52,0.63,0.65,1.33,0.77,1.41,1.45
MYCTH_2130022,1.71,1.81,1.92,2.3,2.43,2.89,0.67,0.84,0.49,1.3,1.45,1.13
MYCTH_2310589,2.51,2.28,1.9,4.36,4.41,4.92,0.96,1.19,2.48,2.43,2.24,2.09
MYCTH_2310592,7.13,7.51,7.36,10.76,11.79,11.96,5.59,3.63,8.63,6.14,6.36,8.69
MYCTH_2310595,3.03,3.44,3.17,4.99,5.47,5.26,2.24,1.58,3.83,1.45,2.06,2.14
MYCTH_2310597,20.59,23.69,20.53,24.73,25.49,26.16,17.99,15.74,14.7,13.84,15.9,16.61
MYCTH_2310599,15.04,15.21,14.25,16.85,18.04,16.03,13.8,14.37,16.74,14.43,13.96,14.3
MYCTH_2316294,623.75,671.08,631.23,569.24,576.72,600.69,439.89,463.49,455.89,386.18,377.07,427.02
MYCTH_2310607,5.64,5.93,5.81,11.97,12.4,13.53,4.03,4.43,4.39,5.52,5.29,5.09
MYCTH_2310609,1.47,2.03,1.93,3.81,2.91,3.59,1.59,1.62,2.05,2.41,2.26,2.89
MYCTH_90076,0,0,0.06,0,0.1,0,0,0,0.13,0,0,0
MYCTH_36460,0.07,0.31,0.16,0.03,0.05,0.16,0,0.28,0.1,0,0,0
MYCTH_2310610,3.78,4.31,2.97,3.99,2.67,2.56,6.79,9.68,7.22,2.35,3.24,2.65
MYCTH_2310612,24.56,21.5,24.61,40.4,39.82,40.19,20.07,18.37,20.38,22.86,25.74,25.1
MYCTH_74462,2.92,2.38,2.52,22.07,21.83,22.26,6.72,5.44,12.65,31.71,31,26.42
MYCTH_2310616,24.23,19.3,23.51,53.66,55.94,58.56,17.96,20.21,20.09,38.09,35.23,31.63
MYCTH_2310620,26.13,28.5,23.19,16.11,18.09,20.24,25.58,24.06,28.74,16.84,16.36,17.85
MYCTH_t176,0.21,0,0,0,0,0,0.2,0.45,0,0,0,0
MYCTH_2310623,38.98,35.86,35.76,31.05,28.96,30.04,52.6,48.95,58.4,22.33,22.02,26.63
MYCTH_2316301,116.83,108.44,101.38,113.33,112.21,111.57,177.07,177.96,182.32,105.15,96.35,97.17
MYCTH_37947,20.06,16.43,20.78,58.18,64.1,56.02,16.23,11.7,14.65,34.18,38.54,36.86
MYCTH_2310626,0.18,0.24,0.46,0.62,1.12,0.84,0.29,0.16,0.5,0.83,0.39,0.99
MYCTH_2310628,8.69,10,9.64,13.72,14.76,15.06,6.04,6.32,6.1,6.17,8.09,8.08
MYCTH_2310631,0.11,0.23,0.26,0.67,0.63,0.69,0.15,0.11,0.27,0.24,0.23,0.55
MYCTH_2310632,5.18,5.11,5.8,8.65,10.96,9.54,4.85,2.98,5.15,6.43,4.82,6.3
MYCTH_74446,4.62,3.54,3.66,6.77,6.64,8.72,2.43,2.2,2.86,2.5,4.16,4.16
MYCTH_2069839,1.45,1.89,2.08,4.3,4,3.27,2.29,1.69,1.98,2.4,4.17,2.65
MYCTH_109821,42.14,42.9,41.95,174.54,175.28,184.55,53.95,45.12,58.22,159.85,154.8,173.48
MYCTH_2310644,22.31,20.49,19.69,20.92,23.6,23.2,13.06,11.24,11.56,11.92,12.5,13.72
MYCTH_2310645,69.14,76.87,69.64,41.5,46.25,52.7,61.95,60.26,61.33,39.05,36.37,46.9
MYCTH_2120853,55.88,62.87,56.84,52.75,52.13,58.32,48.77,45.01,56.7,49.43,50.27,55.29
MYCTH_2120854,35.56,33.7,37.62,46.31,48.22,48.5,33.68,25.6,31.01,34.88,31.88,31.35
MYCTH_109817,24.89,28.89,29.05,37.47,36.33,37.5,17.31,15.38,19.19,32.32,34.57,33.5
MYCTH_2310650,5.04,6.24,5.11,5.22,6.14,5.67,5.41,5.31,5.26,6.13,5.19,6.48
MYCTH_2310652,6.69,6.34,6.39,12.94,14.12,14.11,5.89,4.66,7.11,6.97,7.46,6.86
MYCTH_2310653,26.91,27.69,28.75,46.69,40.08,40.81,18.65,19.21,14.2,33.82,36.81,34.01
MYCTH_2310655,9.3,7.93,8.23,15.55,12.2,12.99,7.76,4.94,7.53,10.55,10.45,12.86
MYCTH_105157,32.91,31.8,27.44,65.79,69.21,70.46,30.31,24.45,39.43,49.55,54.2,51.41
MYCTH_2310659,4.11,4.36,3.03,3.63,3.95,3.72,2.91,1.36,2.1,1.85,1.58,2.17
MYCTH_2310660,12.78,13.83,12.28,11.68,11.36,11.67,10.61,9.47,11.55,8.78,9.21,10.63
MYCTH_2112920,0.24,0.13,0.24,0.93,1.03,0.89,0.08,0.03,0.46,0.6,0.22,0.49
MYCTH_2310662,12.44,12.71,13.44,21.48,18.04,18.91,12.62,14.59,14.93,12.54,14.05,15.78
MYCTH_2310664,12.98,12.48,11.68,13.22,13.82,13.64,11.16,11.88,12.85,6.84,7.09,8.48
MYCTH_2310667,44.22,43.2,46.7,106.82,112.92,117.76,21.25,19.1,20.74,41.66,46.14,38.2
MYCTH_2310671,55.46,56.75,55.51,85.14,88.1,88.3,30.2,25.69,27.88,45.36,45.93,43.01
MYCTH_2310672,63.99,54.13,53,224.88,231.95,220.58,90.37,115.13,94.65,44.01,51.47,40.08
MYCTH_2310676,76.48,70.03,61.42,62.68,50.27,50.04,68.5,77.46,75.95,76.92,79.18,84.58
MYCTH_2310678,109.19,114.39,108.35,129.36,123.49,121.82,97.82,91.56,107.3,118.46,110.77,122.81
MYCTH_2310682,2.58,2.52,1.94,2.54,1.81,1.68,2.19,2.37,2.91,2.65,3.18,2.54
MYCTH_2310684,0.68,0.53,0.79,1.35,1.24,1.32,0.39,0.43,0.41,0.81,1.06,1.08
MYCTH_2310685,5.66,6.7,5.48,7.57,8.7,9.41,3.61,1.79,2.84,3.18,4.43,4.1
MYCTH_74402,4.81,4.75,5.77,17.34,18.89,16.12,2.84,4.06,4.42,17.68,18.05,16.1
MYCTH_98003,7.75,2.05,10.14,1461.42,1494.93,1474.65,127.69,5.23,241.71,2625.24,2573.28,2427.49
MYCTH_90035,0.1,0,0.14,0.17,0.14,0.07,0.03,0,0.35,0.28,0.27,0.18
MYCTH_2310691,0,0,0,0.64,0.98,1.23,0.19,0,0.4,1.25,1.51,1.34
MYCTH_98002,0.24,0.08,0.14,0.38,0.23,0.41,0.32,0.1,0.1,1.2,0.79,0.72
MYCTH_2316317,8.79,7.45,7.47,17.15,17.09,18.07,6.57,4.09,5.37,9.63,10.86,9.49
MYCTH_37469,1.02,0.88,0.79,0.27,0.23,0.38,0.64,0.91,0.71,0.11,0.59,0.15
MYCTH_98000,0.08,0.17,0,0.16,0.44,0.04,0.16,0,0.08,0.22,0.14,0.08
MYCTH_2112936,0,0,0.35,0.41,0.47,0.35,0,0.05,0,0.25,0.24,0.71
MYCTH_2310696,5.41,5.45,4.71,9.77,10.06,9.28,3.65,2.88,3.35,4.73,5.15,4.57
MYCTH_2130079,0.12,0.35,0.2,0.2,0.47,0.76,0.24,0.3,0.14,0.35,0.19,0.25
MYCTH_2140615,12.22,10.95,11.88,16.57,16.85,17.69,8.79,11.14,9.73,12.78,11.61,11.46
MYCTH_2069363,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2112941,0.56,0.84,0.66,1.37,0.97,1.23,0.69,1.15,1.47,1.21,1.11,1.26
MYCTH_2310703,27.42,32.16,29.46,15.64,16.3,16.28,35.84,32.83,63.6,21.71,20.69,23.41
MYCTH_60397,749.32,714.42,722.71,808.99,824.04,830.5,993.33,1132.34,875.27,601.06,624.82,626.84
MYCTH_2310708,13.32,12.35,12.49,13.94,13.94,15.74,12.32,9.6,12.89,9.77,8.56,8.7
MYCTH_2096529,19.29,20.66,20.17,21.46,22.42,21.58,16.05,16.13,17.26,15.49,15.45,16.46
MYCTH_2310716,9.86,9.45,10.04,20,15.98,15.84,5.98,4.54,8.04,10.21,11.45,11.11
MYCTH_113239,28.07,30.11,28.49,38.8,38.57,40.91,24.81,24.03,25.5,24.88,25.99,26.47
MYCTH_37799,45.5,34.2,42.5,39.31,35,38.85,52.4,61.28,50.2,43.11,48.99,45.64
MYCTH_113236,78.65,70.89,73.85,103.98,101.5,101.78,97.97,110.82,78.76,127.57,129.76,123.49
MYCTH_74373,35.58,32.87,33.81,46.32,51.21,51.54,26.21,23.46,30,35.31,33.92,36.11
MYCTH_74371,3.66,3.14,2.94,9.8,10.16,10.01,2.54,1.97,2.75,5.45,5.13,4.52
MYCTH_2316331,29.1,29.8,32.27,46.07,52.16,50.87,29.15,31.37,30.13,31.42,30.57,29.53
MYCTH_2310733,43.77,41.52,48.82,37.82,35.67,35,45.79,40.93,38.55,71.35,70.85,64.06
MYCTH_109795,79.77,82.74,82.19,144.65,143.1,152.51,82.87,82.23,78.24,129.32,114.79,121.16
MYCTH_2310736,16.79,19.75,19.53,30.22,31.15,29.94,15.79,13.31,16.36,22.98,24.28,26.61
MYCTH_2310737,18.85,23.22,18.33,22.53,23.39,29.14,16.79,15.4,17.07,25.34,23.83,27.46
MYCTH_2316337,246.13,248.13,249,323.36,329.18,328.33,244.3,237.76,248.24,333.67,337.34,352.34
MYCTH_2112958,32.15,33.77,31.69,84.11,84.42,83.43,18.39,20.09,17.08,44.98,40.17,42.73
MYCTH_2310743,9.11,7.19,8.63,22.49,23.58,23.13,5.28,4.82,4.56,10.34,10.49,9.99
MYCTH_2130105,0.14,0,0,0.28,0,0,0.14,0.15,0,0,0,0
MYCTH_105130,41.57,46.35,43.26,76.83,74.63,68.74,36.24,40.52,43.13,56.59,50.14,62.97
MYCTH_60350,0,0,0,0,0,0,0,0,0,0.04,0,0
MYCTH_109790,1.95,1.15,1.45,2.32,2.72,2.21,2.49,1.45,2.07,1.8,2.59,2.04
MYCTH_105128,14.31,14.91,16.49,32.64,32.45,33.6,25.43,29.56,27.39,39.3,42.32,37.58
MYCTH_t175,3.81,0.58,3.96,2.71,3.21,4.43,5.22,4.84,4.38,5.37,5.9,6.2
MYCTH_2083946,8.46,7.78,7.65,18.46,20.87,18.29,4.75,5.61,3.55,6.97,7.84,7.07
MYCTH_2310754,16.17,15.11,15.17,38.68,39.53,40.79,9.63,7.05,13.22,17.87,20.92,19.56
MYCTH_97974,18.5,17.64,16.07,40.07,41.37,39.54,13.22,10.95,15.97,20.62,20.83,22.91
MYCTH_2310757,3.32,4.56,3.52,11.59,11.6,10.88,3.1,3.54,3.99,6.72,7.48,5.59
MYCTH_2130123,0.25,0.51,0.35,0.28,0.3,0.25,0.32,0.17,0.62,0.19,0.3,0.39
MYCTH_2310758,0.47,0.37,0.45,0.26,0.37,0.36,0.45,0.06,0.94,0.39,0.25,0.12
MYCTH_2310759,0.3,0.32,0.35,0.24,0.31,0.19,0.1,0.08,0.18,0.36,0.1,0.21
MYCTH_89999,0.09,0.15,0.27,0.23,0.29,0.39,0,0.05,0,0.06,0.04,0.05
MYCTH_2130127,0.11,0.16,0.07,0.57,0.33,1.36,0.29,0.16,0.12,0.41,0.43,0.36
MYCTH_2310760,5.59,7.03,6.01,6.3,5.54,7.45,6.39,7.02,3.76,4.71,5.03,6.86
MYCTH_2310762,8.06,10.5,9.28,17.23,18.75,19.5,5.5,6.91,5.31,10.13,12.56,12.12
MYCTH_2310763,2.51,2.14,2.94,6.28,5.08,5.33,1.59,1.31,2.15,2.9,3.92,3.35
MYCTH_2130131,0.01,0,0.01,0.02,0,0,0,0,0,0,0,0.01
MYCTH_2130132,0,0,0,0.03,0,0,0,0,0,0,0,0
MYCTH_2130133,0.58,0.67,0.38,0.36,0.34,0.47,0.61,0.39,0.51,0.43,0.4,0.53
MYCTH_2130134,0.01,0.11,0.01,0,0.02,0.05,0.08,0.04,0.04,0.02,0,0.02
MYCTH_2070048,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_89991,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2310765,1,1.24,1.34,1.45,1.55,1.25,0.57,0.57,1.17,1.03,0.72,1.16
MYCTH_2310767,0.44,0.17,0.39,0.31,0.25,0.21,0.42,0.07,0.28,0.08,0.14,0.03
MYCTH_2120908,0,0,0,0,0,0,0,0,0,0,0,0
MYCTH_2130137,0,0,0,0,0,0,0,0,0,0.01,0,0
MYCTH_2310768,91.27,85.45,106.12,282.47,253.48,288.57,64.22,74.03,83.03,131.58,101.13,107.38
MYCTH_2130140,0,0,0,0,0,0.07,0,0,0,0,0,0
MYCTH_2310772,6.17,8.24,6.94,10.85,11.83,12.92,4.24,3.17,3.44,4.69,5.98,7.78
MYCTH_89984,0.03,0.02,0.12,0,0.05,0.03,0.1,0.03,0.06,0.03,0,0
MYCTH_2135707,0,0,0.11,0.05,0.19,0,0.12,0.05,0.06,0.06,0.06,0.12
