Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
MYCTH_2108166	4.35066631253545	-0.328082343758048	1.06593990993802	-0.307786903088305	0.75824448796067	0.781117411012816
MYCTH_2299494	1655.16722470251	-0.654189436893432	0.0794108534174825	-8.23803559261851	1.75061112487796e-16	4.95881014301356e-16
MYCTH_2299495	2184.35358888735	1.56560739367739	0.080850742188005	19.3641684826694	1.54834583617286e-83	1.88063622626215e-82
MYCTH_36908	26.8494817168119	0.693620237961684	0.530240533444857	1.30812375556313	0.190831337229682	0.218694959943491
MYCTH_2299497	385.115976787591	0.787045909167878	0.143322616443641	5.49142855954885	3.98695593940384e-08	7.74507797393717e-08
MYCTH_109566	107065.789056745	8.91160350711289	0.0708066267948331	125.858325844767	0	0
MYCTH_73480	352.116589806696	-1.54389111252188	0.139234229759577	-11.0884450985063	1.42747373342014e-28	5.85414635022828e-28
MYCTH_2299507	457.741567670251	0.658650308772474	0.174314776343381	3.7785110510368	0.000157768852275113	0.000243858245854115
MYCTH_2142599	11174.9456538437	-0.279709611988542	0.0559023480455796	-5.00353959659231	5.62870977427337e-07	1.02441321566637e-06
MYCTH_2299512	2079.85460158	0.575825433580681	0.0815036229446896	7.06502867941772	1.6058282487981e-12	3.89759277053801e-12
MYCTH_2108176	42.6147464705661	-1.93054688560268	0.407420788763243	-4.7384594474499	2.15349112693056e-06	3.77953361752539e-06
MYCTH_59388	1819.68048250754	-0.211761292441725	0.0817877691820071	-2.58915598945461	0.0096211500457064	0.0127908566746443
MYCTH_2299516	64.4179730982142	-0.390507999384347	0.289742149869715	-1.34777766907556	0.17772990233992	0.204446689110255
MYCTH_2299518	846.984650559948	-0.439156793535593	0.095817671835892	-4.58325468696152	4.57793882712286e-06	7.85116967287263e-06
MYCTH_97470	701.977785442222	1.1364046592586	0.1117599243129	10.1682661852646	2.74755711285353e-24	1.00201582441928e-23
MYCTH_2299520	908.193441748979	-0.422321668069841	0.0886862547758767	-4.76197432327152	1.91708079604937e-06	3.37291203134801e-06
MYCTH_2299521	4268.57641767336	0.106622310984433	0.0597811804757877	1.78354308389103	0.0744979411690352	0.0904089952140658
MYCTH_112889	3549.66860639488	-0.973464212703539	0.0622934136949069	-15.6270808575567	4.76120850958952e-55	3.61438195634885e-54
MYCTH_73461	13829.9759717226	-0.656313460778721	0.0559055993088064	-11.7396731077586	7.97942701557529e-32	3.62481875513905e-31
MYCTH_2314296	580.982491314683	-1.25212307428532	0.121380844665431	-10.3156562943405	5.98708480855723e-25	2.22418252562584e-24
MYCTH_2299528	34.1120846772392	-0.347181806020888	0.483899505851372	-0.717466750477575	0.473086145295308	0.507394371513493
MYCTH_2299531	1356.43081731592	1.49887441108652	0.0893317795676307	16.7787367311065	3.49185418499198e-63	3.09531546439817e-62
MYCTH_2299532	1763.82590500693	1.35651743677887	0.117876131546818	11.5079907948972	1.20247301795667e-30	5.28310746678449e-30
MYCTH_2049292	1260.70833859006	0.51701250900317	0.0951483767752139	5.43375017552429	5.51818252902075e-08	1.06304155221608e-07
MYCTH_2299535	1714.17960306457	-0.467022509272424	0.0801631440933397	-5.82590060001434	5.6805420635154e-09	1.15760308638463e-08
