Geneid,C_1,C_2,C_3,T_1,T_2,T_3
MYCTH_2307922,107,185,220,372,335,288
MYCTH_96290,2,7,3,33,32,20
MYCTH_56237,128,362,248,1742,2095,1780
MYCTH_t164,10,9,7,8,12,16
MYCTH_2307924,2703,4607,4454,13499,12783,9355
MYCTH_2307925,104,125,112,304,368,328
MYCTH_2307926,211,344,341,1142,1532,1115
MYCTH_2128605,1,9,8,4,0,10
MYCTH_2307928,92,141,144,145,156,101
MYCTH_2307929,125,202,190,242,377,362
MYCTH_2307931,91,142,122,331,381,278
MYCTH_2307932,202,315,305,330,291,298
MYCTH_2307934,259,375,312,1544,2016,1645
MYCTH_2307935,516,723,718,1740,2279,1886
MYCTH_2307937,15,19,14,73,108,96
MYCTH_2307942,8,28,24,138,178,191
MYCTH_2307943,41,81,63,22,23,24
MYCTH_117073,455,706,696,882,1089,949
MYCTH_2307949,188,321,253,521,475,306
MYCTH_2307954,280,474,430,2036,2440,2074
MYCTH_2307957,421,705,600,2387,3100,2705
MYCTH_2139914,278,413,387,946,1339,965
MYCTH_84198,6740,11380,10838,24686,27748,22423
MYCTH_2307966,414,635,588,2895,3531,2812
MYCTH_2307967,560,950,933,6671,8688,7031
MYCTH_2128625,0,0,0,0,0,0
MYCTH_2067496,302,598,492,810,1076,896
MYCTH_2307970,155,262,231,550,947,805
MYCTH_2315781,14165,23602,23729,18284,22957,21191
MYCTH_t133,0,0,0,0,0,0
MYCTH_2025813,39,78,66,80,101,107
MYCTH_2128634,22,41,23,8,21,23
MYCTH_2307978,1444,2397,2344,3667,4755,3813
MYCTH_117063,9,23,3,27,24,11
MYCTH_2307981,244,336,339,276,283,306
MYCTH_2128639,7,15,9,23,22,16
MYCTH_2128640,0,0,0,0,0,0
MYCTH_2307982,8422,13736,13981,40266,48587,38186
MYCTH_2307984,22,37,25,42,49,42
MYCTH_2307985,4989,8463,8283,19506,23998,18691
MYCTH_2307987,323,528,406,3102,2783,2032
MYCTH_2307988,1017,1754,1729,2171,2559,2349
MYCTH_2307990,235,409,434,113,96,107
MYCTH_96254,2,6,9,8,1,4
MYCTH_55581,18,36,22,14749,20143,14848
MYCTH_2139925,48,68,56,432,673,769
MYCTH_88807,37,14,20,128,223,131
MYCTH_84164,3,1,7,10904,14903,12230
MYCTH_2128653,0,13,19,2,2,3
MYCTH_2307998,1,0,0,2,0,4
MYCTH_2040301,0,1,1,0,0,0
MYCTH_2128656,1,0,5,0,4,3
MYCTH_2308000,104,152,190,464,491,376
MYCTH_2128658,112,194,215,614,814,644
MYCTH_2308003,2719,4620,4606,7066,6938,5606
MYCTH_2308004,581,990,908,2105,2460,2052
MYCTH_2308005,809,1398,1088,3453,4286,3438
MYCTH_2144606,1743,2781,2626,11316,15084,11309
MYCTH_2082154,1470,2439,2061,3776,4402,3993
MYCTH_2308011,417,710,685,1572,2360,1774
MYCTH_t134,1,0,2,2,0,0
MYCTH_2308014,430,655,706,750,869,852
MYCTH_2067166,1,3,1,0,0,0
MYCTH_53945,1,1,1,0,2,0
MYCTH_2308015,420,603,691,1434,1766,1480
MYCTH_2308016,36,67,76,135,142,102
MYCTH_2026083,0,0,0,0,0,0
MYCTH_96234,0,0,0,0,0,0
MYCTH_84133,67,90,120,2109,2646,2269
MYCTH_2128682,10,32,12,11,10,1
MYCTH_2308030,145,256,264,833,1012,874
MYCTH_2067066,0,0,0,0,0,0
MYCTH_2308031,2,10,9,1,3,14
MYCTH_2308034,132,227,226,427,593,371
MYCTH_2308036,21,48,35,106,133,91
MYCTH_112329,7324,11956,10743,30012,38556,30952
MYCTH_103702,471,836,768,29641,37793,31397
MYCTH_2308049,1235,2087,1662,9668,11071,8799
MYCTH_2031317,0,0,0,0,0,0
MYCTH_2119779,1870,3207,2967,5498,6244,5073
MYCTH_2308054,148,249,217,2073,1428,1035
MYCTH_2308056,12909,22196,21346,16368,18836,15661
MYCTH_2308065,9085,15056,13710,42741,50069,38738
MYCTH_2308073,1096,1631,1707,2119,2706,1943
MYCTH_112322,65633,113357,113794,439371,572998,451262
MYCTH_55132,17,17,26,42,62,61
MYCTH_108836,19,35,43,171,147,126
MYCTH_2067358,26,60,44,4,18,20
MYCTH_2308076,162,292,282,375,492,468
MYCTH_2308077,109,141,177,138,148,109
MYCTH_2308079,364,683,607,59,74,64
MYCTH_2067632,49,79,78,116,149,118
MYCTH_2308084,211,261,288,206,372,281
MYCTH_2308086,8,19,13,9,2,13
MYCTH_71222,658,1149,989,2562,3236,2703
MYCTH_71219,263,417,490,342,417,332
MYCTH_2308094,20,35,81,20,31,22
MYCTH_2128713,0,0,6,0,0,0
MYCTH_2037479,9,9,0,2,1,2
MYCTH_96206,0,0,3,0,2,0
MYCTH_2018746,52,100,94,85,85,66
MYCTH_2119794,157,232,251,234,373,264
MYCTH_2066662,45,70,57,271,256,223
MYCTH_54712,72,124,127,48,39,39
MYCTH_2308099,144,211,247,460,478,353
MYCTH_2308101,3,0,14,18,7,20
MYCTH_2308103,165,221,226,93,121,98
MYCTH_2119798,0,5,0,0,0,0
MYCTH_2308106,725,1365,1194,1093,1430,1306
MYCTH_2111801,94,135,174,86,135,103
MYCTH_2128726,0,2,3,0,0,4
MYCTH_2111803,12,23,21,23,26,26
MYCTH_2308108,837,1393,1326,7801,10906,9816
MYCTH_2308111,29,51,84,18,22,10
MYCTH_2066488,61,169,143,71,102,71
MYCTH_2068129,14,17,9,2,9,15
MYCTH_2094824,56,129,98,147,187,169
MYCTH_t163,0,0,0,0,0,0
MYCTH_2308115,5,6,5,3,8,4
MYCTH_2308116,12,22,36,24,25,39
MYCTH_2308117,27,28,28,6,24,8
MYCTH_26583,1,6,3,2,4,0
MYCTH_2135030,109,200,151,120,179,165
MYCTH_2308118,1412,2388,2275,1750,2186,1909
MYCTH_2308119,1290,1993,1873,1363,1821,1384
MYCTH_103671,24,54,35,30,13,12
MYCTH_2308120,40,46,64,113,114,79
MYCTH_96182,30,23,27,49,55,61
MYCTH_54995,0,0,0,0,0,0
MYCTH_2067028,0,0,0,0,0,0
MYCTH_2308122,0,1,3,0,0,0
MYCTH_71204,84,147,124,299,426,334
MYCTH_2111820,2,0,4,0,3,0
MYCTH_2308126,1114,1714,1896,2074,2716,2315
MYCTH_2308128,77,105,116,22,57,21
MYCTH_2023929,3,0,0,2,0,0
MYCTH_2308129,418,674,684,2875,2779,2138
MYCTH_2135036,90,181,129,507,631,655
MYCTH_2111826,1,0,5,0,1,1
MYCTH_2308133,270,528,384,1259,1559,1398
MYCTH_2119814,2,1,0,2,4,0
MYCTH_2308135,911,1740,1679,6651,8616,6898
MYCTH_2308138,432,769,655,1172,1564,1261
MYCTH_2308139,539,992,960,954,1228,987
MYCTH_2308140,847,1435,1360,1611,2357,2036
MYCTH_2308143,82,156,130,324,355,327
MYCTH_2308145,195,283,255,1406,1901,1448
MYCTH_2128762,0,0,0,0,0,0
MYCTH_96162,6,5,4,2,2,0
MYCTH_2308147,84,181,162,577,650,543
MYCTH_2308148,1175,2014,2027,1395,1551,1217
MYCTH_2308149,186,324,289,481,406,363
MYCTH_84047,77,121,91,117,227,138
MYCTH_112306,761,1294,1062,24041,31930,25879
MYCTH_2308157,996,1480,1440,48060,59656,48434
MYCTH_2308162,15,19,15,70,51,60
MYCTH_2119829,1,1,0,0,0,0
MYCTH_2308163,701,1103,1255,1043,1436,1164
MYCTH_2128775,9,3,3,1,2,7
MYCTH_2066922,0,0,0,0,0,0
MYCTH_2308164,17,20,22,37,38,59
MYCTH_2308165,2854,4696,4095,7853,10111,8244
MYCTH_2308166,60,121,90,96,141,118
MYCTH_t162,0,0,0,0,0,0
MYCTH_55542,307,550,555,692,1095,810
MYCTH_2308168,748,1348,1120,1473,2083,1651
MYCTH_2139973,2788,4767,4714,6445,8147,6679
MYCTH_2308172,28,92,88,84,73,53
MYCTH_2082262,3073,5116,4897,12823,11902,9296
MYCTH_2308179,517,903,837,1047,895,819
MYCTH_55928,51,70,76,12,11,10
MYCTH_t135,0,0,0,0,0,1
MYCTH_96141,376,631,637,13867,19391,15632
MYCTH_2308183,555,731,570,7007,9891,7257
MYCTH_2128790,47,112,111,362,395,216
MYCTH_2308185,16,32,30,138,125,102
MYCTH_2308188,1481,2331,2127,5663,7815,6144
MYCTH_2308190,741,1114,1133,3547,4631,3979
MYCTH_2308195,3143,5450,5427,6572,8820,7243
MYCTH_2308197,679,1195,1126,1378,1683,1495
MYCTH_2308199,3791,6296,6457,4782,5826,5196
MYCTH_2308202,432,716,735,846,1131,1171
MYCTH_2082283,743,1191,1259,21936,28130,24003
MYCTH_2308205,0,0,0,0,0,0
MYCTH_2308206,454,812,828,382,529,451
MYCTH_96130,1,0,0,2,2,4
MYCTH_2119852,0,1,5,0,2,2
MYCTH_103628,808,1349,1363,1782,2386,1937
MYCTH_t161,0,0,1,3,2,2
MYCTH_t136,3,3,4,15,11,15
MYCTH_2308208,265,484,455,294,345,307
MYCTH_2119855,163,314,224,459,510,514
MYCTH_t160,0,0,0,0,0,0
MYCTH_2144658,397,653,671,1253,1573,1236
MYCTH_2308209,344,533,507,953,997,1014
MYCTH_2139989,534,909,743,1251,1660,1502
MYCTH_2308212,527,760,751,1399,1783,1463
MYCTH_54010,26,21,29,182,219,161
MYCTH_103620,14,55,35,36,23,15
MYCTH_2308215,1104,1898,2073,1726,2225,1704
MYCTH_2135067,7450,12818,12511,37114,47205,36664
MYCTH_2308224,900,1287,1212,2084,2368,2339
MYCTH_2094933,3191,5337,5450,6837,8711,7476
MYCTH_2308229,683,1234,1236,2361,2928,2468
MYCTH_2308231,74,113,133,564,839,592
MYCTH_83980,12603,21912,21313,25177,31002,26654
MYCTH_2308236,5339,9671,9090,13394,16755,13795
MYCTH_2308241,13048,22577,21389,15262,18239,15675
MYCTH_2308245,127,211,201,514,507,552
MYCTH_96111,145,276,270,1013,1242,989
MYCTH_103611,149,240,253,129,130,174
MYCTH_2308246,198,368,331,323,461,385
MYCTH_t159,0,0,0,0,0,0
MYCTH_96108,4,0,3,0,2,0
MYCTH_2308247,904,1393,1341,2679,3928,3359
MYCTH_108781,1264,2071,2210,3599,2837,2220
MYCTH_2315847,1558,2450,2642,14222,18256,14733
MYCTH_2315848,20581,33103,29543,87301,108809,89946
MYCTH_2308258,1391,2460,2350,4282,5259,4472
MYCTH_2308260,473,710,618,1452,2021,1949
MYCTH_2308261,98,167,198,108,112,69
MYCTH_2308263,2,2,3,2,14,10
MYCTH_2308266,303,507,376,3509,4854,3607
MYCTH_71063,585,914,873,3664,4932,4252
MYCTH_2308269,53,123,139,398,474,561
MYCTH_54036,0,0,0,0,0,0
MYCTH_2308271,28,41,27,405,481,424
MYCTH_2308272,179,243,291,238,193,226
MYCTH_2067533,8,18,20,167,230,182
MYCTH_2308276,22,27,11,70,80,34
MYCTH_2308278,30,32,22,38,33,40
MYCTH_2030078,32,50,26,59,80,23
MYCTH_2308280,16,30,32,288,432,379
MYCTH_2128843,33,80,62,84,99,62
MYCTH_2308281,69,137,119,68,53,40
MYCTH_2308282,509,758,693,608,757,698
MYCTH_2308283,168,299,189,275,322,302
MYCTH_2308284,13795,23437,24191,365,456,408
MYCTH_2308285,32,45,36,1,3,5
MYCTH_2308286,2,0,0,5,1,3
MYCTH_2308287,267,460,453,771,941,692
MYCTH_2308288,245,386,346,305,316,287
MYCTH_2067913,8,21,26,38,36,20
MYCTH_2308290,210,315,250,959,1269,1144
MYCTH_54721,41,111,67,108,188,117
MYCTH_2067426,12,26,43,38,56,31
MYCTH_2308295,6,4,2,37,26,16
MYCTH_103590,45,38,69,91,119,70
MYCTH_2128856,105,171,198,348,447,333
MYCTH_2308296,608,917,929,2411,2976,2373
MYCTH_2111918,1555,2897,2635,5285,6984,5556
MYCTH_2308301,347,546,473,666,821,719
MYCTH_2308304,1636,2361,2376,4590,6416,5520
MYCTH_2308306,2176,3463,3295,5844,7729,6474
MYCTH_2308309,179,299,268,807,1207,1014
MYCTH_2308311,33,105,82,72,113,116
MYCTH_2119902,5,8,9,2,6,0
MYCTH_96070,0,0,0,0,0,0
MYCTH_2065815,0,0,0,0,0,0
MYCTH_108765,42,56,73,19,37,28
MYCTH_2128866,1,5,2,0,2,0
MYCTH_2066269,13,15,12,6,9,15
MYCTH_2308313,2329,3638,3471,644,815,663
MYCTH_2308314,380,652,603,726,1137,903
MYCTH_96065,0,0,0,1,0,0
MYCTH_2308322,1057,1697,1656,1621,2047,1969
MYCTH_2128874,3,7,7,0,2,0
MYCTH_2308330,161,293,217,254,294,228
MYCTH_2308333,217,339,285,889,1171,910
MYCTH_t158,0,0,0,0,0,0
MYCTH_2308335,406,567,410,2736,3807,3395
MYCTH_2308336,737,1331,1212,1934,2646,2293
MYCTH_96059,1,1,11,2,3,2
MYCTH_2045175,156,276,284,403,622,575
MYCTH_2128884,23,41,44,21,12,16
MYCTH_103571,92,129,140,317,520,457
MYCTH_2308340,36,98,58,72,80,49
MYCTH_2308344,1118,1985,1773,2744,3394,2938
MYCTH_2308345,218,338,283,2411,3497,2518
MYCTH_2308347,193,314,244,415,690,385
MYCTH_2308351,528,897,940,1438,1775,1619
MYCTH_2308352,443,759,675,1559,2301,1981
MYCTH_2308354,13,28,29,27,53,46
MYCTH_96047,53,92,83,24801,32360,26767
MYCTH_2308360,526,793,728,1497,2127,2063
MYCTH_2308362,391,600,612,25051,34358,26154
MYCTH_71014,1351,2032,1871,4278,5375,4646
MYCTH_55982,101,130,121,6853,9723,7264
MYCTH_2095026,486,913,829,1638,1823,1435
MYCTH_96041,59,88,72,131,102,57
MYCTH_2067839,18,25,21,26,23,16
MYCTH_2119925,172,279,258,525,721,536
MYCTH_2308372,171,228,258,150,214,136
MYCTH_116956,574,876,773,1969,2497,2023
MYCTH_2308377,3366,5626,5145,9231,13154,10202
MYCTH_2308378,140,251,190,515,527,402
MYCTH_2308380,665,1145,1029,3215,4409,3754
MYCTH_55568,19,52,26,35,68,72
MYCTH_96032,18,45,36,41,65,42
MYCTH_54167,83,117,102,300,434,337
MYCTH_2025277,875,1681,1483,2022,2431,2033
MYCTH_2315869,69,149,118,286,451,333
MYCTH_2308390,961,1578,1483,9136,11914,9936
MYCTH_2308392,8,9,16,5,11,2
MYCTH_2308393,1241,2195,2016,2059,2808,2207
MYCTH_2308395,1546,2608,2261,4596,6477,5371
MYCTH_2308397,594,964,828,3143,3951,3195
MYCTH_2308400,305,552,525,443,650,564
MYCTH_2308402,620,894,799,2487,3269,3177
MYCTH_55717,3,15,15,2,11,2
MYCTH_2308407,1559,2523,2339,3895,5412,4363
MYCTH_103537,13,28,11,1379,1682,1550
MYCTH_2308413,7,7,39,59,71,27
MYCTH_2308415,51,60,56,75,90,72
MYCTH_t157,0,0,2,0,0,0
MYCTH_2308418,422,682,620,2770,3831,3186
MYCTH_2308419,2,3,6,6,14,2
MYCTH_2308420,7,12,7,23,29,24
MYCTH_2308423,94,198,159,646,869,681
MYCTH_2047945,6,12,16,10,5,2
MYCTH_2308426,2018,3439,3432,6459,7241,5557
MYCTH_2066697,5665,9853,9106,9027,11363,9549
MYCTH_2067689,566,760,480,2574,3628,2679
MYCTH_2315875,3427,6072,5476,6306,7561,6594
MYCTH_2308437,69,134,145,277,273,145
MYCTH_83864,4507,7644,7987,11031,13286,10265
MYCTH_2308439,705,1050,1016,2016,2585,2190
MYCTH_2315877,2856,4581,4364,5668,7207,6093
MYCTH_2308446,1530,2412,2396,2941,3839,3072
MYCTH_2308449,2918,5015,5140,18819,24183,20759
MYCTH_2308450,85,229,180,76,91,83
MYCTH_96005,0,0,0,0,0,0
MYCTH_2308456,120116,197223,191713,85559,105917,83912
MYCTH_2308457,1213,2162,2047,1403,1664,1299
MYCTH_2308459,241,441,331,161,195,156
MYCTH_2308461,10,17,23,8,6,0
MYCTH_2308466,202,315,298,171,242,205
MYCTH_2308471,124,149,140,410,565,457
MYCTH_2144720,69,150,124,199,233,212
MYCTH_95997,0,1,3,0,9,1
MYCTH_2020741,1,2,0,2,6,10
MYCTH_2067458,1,5,12,6,2,5
MYCTH_2308475,282,431,358,816,967,1027
MYCTH_2308476,252,504,374,1324,1658,1169
MYCTH_2308477,14,37,19,67,94,83
MYCTH_2119965,639,931,927,1778,2367,1876
MYCTH_2068188,81,154,155,302,299,333
MYCTH_2308482,629,988,860,1253,1765,1343
MYCTH_2308484,103,143,101,992,1384,1197
MYCTH_2128965,258,372,362,459,585,583
MYCTH_2308489,598,891,971,702,821,722
MYCTH_2308492,110,159,138,164,157,161
MYCTH_2128968,15,38,35,18,65,44
MYCTH_t156,0,0,0,0,0,0
MYCTH_t155,0,0,0,0,0,0
MYCTH_2128969,1,6,0,2,4,7
MYCTH_2308494,379,614,581,1147,1560,1004
MYCTH_2308497,2323,4188,3733,2358,3109,2399
MYCTH_2308500,97,147,115,232,317,331
MYCTH_2308501,44,80,60,61,89,105
MYCTH_2112012,9,15,17,6,8,10
MYCTH_2308502,416,697,685,619,886,762
MYCTH_2128976,4,10,11,4,13,6
MYCTH_2308506,262,372,387,626,883,741
MYCTH_2066239,1609,2471,2585,2168,2930,2377
MYCTH_2308510,445,769,677,262,406,340
MYCTH_2308513,187,367,319,411,499,390
MYCTH_2308517,1240,2272,2160,2340,3168,2643
MYCTH_2095112,5027,8256,7946,11687,13719,11460
MYCTH_2315892,1406,2336,2151,2749,3323,2616
MYCTH_2308522,659,1154,1035,961,1240,1230
MYCTH_140260,8562,13626,11067,53817,70962,52066
MYCTH_2095122,1410,2706,2467,4511,5404,4287
MYCTH_2308533,1329,2126,2240,33359,41536,33063
MYCTH_2308537,3174,5314,5179,12420,15993,13652
MYCTH_2308539,288,467,430,1188,1447,1148
MYCTH_2308541,843,1507,1126,6460,8655,6484
MYCTH_2308546,1059,1774,1598,3873,5562,4405
MYCTH_2308548,481,762,783,1142,1452,1147
MYCTH_2308549,661,1126,928,3324,4320,3486
MYCTH_2308551,1559,2812,2382,2010,2446,1798
MYCTH_2308554,389,649,527,1026,1330,1114
MYCTH_2308558,1765,3008,3197,3205,4710,3884
MYCTH_2308559,19,30,25,22,15,22
MYCTH_2082522,778,1282,1225,4867,7694,4065
MYCTH_2308567,793,1305,1144,1895,2341,1800
MYCTH_2308569,918,1447,1173,2235,3097,2504
MYCTH_2135152,1160,1803,1689,2603,3235,2769
MYCTH_2308577,453,683,574,962,1281,1273
MYCTH_2095162,264,384,346,253,395,336
MYCTH_2308580,48,90,69,6,38,26
MYCTH_2308582,3153,5604,5507,5142,7181,6019
MYCTH_2315910,109725,182439,176364,134250,173071,137768
MYCTH_2308594,466,656,644,1105,1579,1274
MYCTH_2308595,491,798,778,631,773,662
MYCTH_2308596,1279,2100,2187,3484,4387,3512
MYCTH_2315913,1078,2113,1853,243,353,350
MYCTH_2065741,193,344,339,246,352,234
MYCTH_2129017,6,8,28,5,13,8
MYCTH_70861,697,1151,1055,940,1094,909
MYCTH_2308601,528,843,765,1463,1973,1573
MYCTH_2308603,183,326,310,690,922,728
MYCTH_2135162,1299,2138,1913,19787,18450,11572
MYCTH_112227,14512,23999,23148,143892,167209,120080
MYCTH_t154,0,0,0,0,0,0
MYCTH_2308614,802,1249,1172,6597,9107,6552
MYCTH_2308617,94,192,159,183,215,236
MYCTH_2308621,106,147,157,204,239,187
MYCTH_2308622,452,596,584,2467,3724,2720
MYCTH_2308623,1095,1801,1766,1200,1409,1435
MYCTH_2308628,625,1028,1068,776,901,817
MYCTH_2308630,588,961,898,1783,2490,1956
MYCTH_88687,10167,17181,16614,10345,13143,12077
MYCTH_2308643,521,901,882,5473,7166,5763
MYCTH_2112063,10,14,21,20,11,19
MYCTH_2308647,272,436,378,666,868,899
MYCTH_2308648,18,41,51,28,28,16
MYCTH_2308649,1568,2533,2069,6062,8101,6780
MYCTH_2308652,985,1453,1212,2582,3460,2892
MYCTH_2308654,496,902,793,1161,1358,985
MYCTH_2308655,637,1026,1196,1001,1197,993
MYCTH_2112071,114,214,230,446,659,565
MYCTH_116885,34,78,46,121,131,132
MYCTH_2308658,1150,1709,1436,5436,7071,5840
MYCTH_2308660,223,370,335,807,1262,983
MYCTH_70818,2059,3471,3460,2905,3744,3399
MYCTH_2308663,338,503,400,1186,1658,1641
MYCTH_2308664,1,1,0,2,6,4
MYCTH_2308665,113,292,223,122,172,145
MYCTH_2308666,585,921,869,4106,4758,3547
MYCTH_2308667,4,10,0,27,25,24
MYCTH_2129052,4,13,3,12,26,19
MYCTH_116881,41,59,63,49,65,54
MYCTH_2112081,0,3,1,8,8,12
MYCTH_55803,10,12,19,2,11,8
MYCTH_2120042,214,314,304,704,984,827
MYCTH_2308677,89,180,105,613,952,783
MYCTH_2308679,403,450,436,10376,13316,8159
MYCTH_2308681,938,1471,1343,4256,5559,4777
MYCTH_2308682,812,1324,1290,2702,3484,2991
MYCTH_2065824,223,366,353,409,537,395
MYCTH_2308686,493,695,623,1368,2105,1925
MYCTH_2308690,1087,1808,1627,4148,5550,4666
MYCTH_2308691,603,968,935,1608,1725,1515
MYCTH_2308692,708,999,948,1083,1139,932
MYCTH_2308694,687,977,938,1513,1932,1678
MYCTH_2308696,1627,2664,2738,1902,2063,1804
MYCTH_2308697,654,1029,854,949,1179,1075
MYCTH_2308699,860,1516,1434,3414,3855,3150
MYCTH_55909,572,906,678,4096,5401,4438
MYCTH_2067613,2367,3888,3210,8152,10759,9160
MYCTH_54923,671,1039,959,2064,2464,2061
MYCTH_2308710,584,1038,910,3325,4518,3770
MYCTH_2308711,402,680,650,1764,2260,1912
MYCTH_2315933,1950,3088,3023,1968,2506,2243
MYCTH_2308715,754,1368,1096,2535,3392,2880
MYCTH_2308717,1433,2588,2395,4318,5514,4573
MYCTH_2308718,245,367,283,1090,1243,949
MYCTH_2308721,375,617,441,2959,3991,2957
MYCTH_2095260,1858,2878,2417,5250,6670,5704
MYCTH_2144787,995,1575,1421,3928,4556,3903
MYCTH_2315937,4426,7394,7035,6922,9471,7979
MYCTH_2308733,1481,2582,2280,1884,2179,1817
MYCTH_2308737,11009,18579,18064,28996,35266,29315
MYCTH_2308740,705,1236,1129,1733,2310,2041
MYCTH_2308744,928,1813,1504,1900,2401,2352
MYCTH_2308748,1236,2109,2145,1641,2330,1824
MYCTH_2144795,421,607,607,1313,1727,1398
MYCTH_2315941,4326,7274,6485,10381,13051,11142
MYCTH_112204,24066,40378,37658,85478,107853,98359
MYCTH_10609,419,624,600,1098,1430,1242
MYCTH_2095291,1147,1931,1649,2147,3302,2796
MYCTH_2308758,244,348,349,799,1028,884
MYCTH_2308759,236,303,285,549,770,675
MYCTH_2308760,136,269,281,873,1069,790
MYCTH_2144800,3428,5872,5557,9726,12993,10847
MYCTH_2308761,1173,1704,1774,3422,4735,3857
MYCTH_2308764,230,377,412,562,767,621
MYCTH_2112126,26,34,47,34,39,49
MYCTH_2144803,159,210,155,437,644,483
MYCTH_2315946,4801,8321,7861,2617,3365,2803
MYCTH_2308768,1427,2370,2358,3100,4211,3595
MYCTH_2308771,676,1129,1013,3124,5015,3597
MYCTH_2308773,3890,6112,5951,17977,24208,19322
MYCTH_55232,733,1378,1152,2511,3192,2341
MYCTH_2315948,817,1262,1172,1485,1779,1472
MYCTH_2308779,759,1301,1186,1706,2386,1828
MYCTH_2308782,765,1297,1150,2816,3950,3154
MYCTH_2308783,6369,10812,11102,8076,10371,9021
MYCTH_2308787,2436,4241,4138,6771,8789,6748
MYCTH_2308790,555,950,893,1181,1509,1159
MYCTH_2066622,2955,4529,4192,8328,11250,9863
MYCTH_2308798,19607,33414,31458,60604,74192,64806
MYCTH_2308801,1194,2120,1905,4144,5127,4373
MYCTH_2135222,440,695,615,923,1302,1083
MYCTH_2308806,1081,2089,1881,2104,2712,2368
MYCTH_2308809,1305,2060,1740,10714,13235,10719
MYCTH_2308812,715,1298,1197,9567,12165,9520
MYCTH_103379,244,313,320,1815,2397,1962
MYCTH_2308814,913,1244,1186,4208,5140,4238
MYCTH_2308817,237,393,445,425,563,431
MYCTH_2308818,117,145,143,305,406,304
MYCTH_2308819,1210,1831,1784,591,721,648
MYCTH_2308822,2,5,13,19,4,14
MYCTH_2308823,295,474,443,619,946,695
MYCTH_2308826,865,1456,1415,4362,6142,5126
MYCTH_2120116,4,5,13,0,2,0
MYCTH_2308827,670,1037,1031,1562,2340,1804
MYCTH_2308828,131,247,166,727,710,550
MYCTH_2308831,362,572,595,1917,2426,1693
MYCTH_2308832,1522,2681,2588,3873,4750,3983
MYCTH_108627,416,688,713,756,916,797
MYCTH_54570,4,10,4,17,43,35
MYCTH_2308837,510,850,780,1477,2232,1880
MYCTH_2112160,64,82,143,72,123,80
MYCTH_83595,234,394,362,156,253,162
MYCTH_2308841,2993,4857,4665,14854,18347,15125
MYCTH_2120123,172,251,226,360,418,358
MYCTH_2308842,12,12,26,21,11,17
MYCTH_2112164,2,2,1,1,0,0
MYCTH_95835,1,9,3,2,0,0
MYCTH_2308845,141,224,191,98,104,67
MYCTH_2308847,189,307,299,345,389,401
MYCTH_2066278,0,0,0,0,0,0
MYCTH_2308849,37,84,63,57,66,73
MYCTH_2308851,158,291,262,710,925,694
MYCTH_2308852,1011,1561,1765,2183,2797,2248
MYCTH_83591,0,0,0,0,0,0
MYCTH_2031276,0,1,0,0,0,0
MYCTH_2308868,242,453,384,1171,1496,1169
MYCTH_2140156,507,775,747,6950,8405,6573
MYCTH_2308872,366,568,469,2278,2761,2144
MYCTH_2308874,1,2,7,4,7,5
MYCTH_2308875,1039,1858,1743,269,312,291
MYCTH_2129148,41,65,51,183,270,245
MYCTH_2308878,475,795,702,795,1095,925
MYCTH_2129150,56,65,70,22,31,22
MYCTH_2308880,576,835,586,2470,3484,2693
MYCTH_33514,5981,10214,10374,8285,10911,9908
MYCTH_2129154,0,0,7,0,1,2
MYCTH_2129155,11,16,34,39,78,54
MYCTH_2112181,1178,1887,1806,2812,3746,3315
MYCTH_2095369,113,217,203,789,1060,881
MYCTH_2308893,5019,8532,7727,12821,16876,14094
MYCTH_2308894,665,1037,831,9303,12077,9236
MYCTH_95817,21,37,25,31,18,31
MYCTH_108615,385,631,674,3432,4646,3354
MYCTH_2308895,995,1501,1536,2976,4078,3039
MYCTH_2135245,4,7,3,37,90,26
MYCTH_56270,0,0,0,1,2,0
MYCTH_2066477,0,0,0,0,0,0
MYCTH_2066229,0,0,0,0,0,0
MYCTH_95813,192,314,294,652,702,580
MYCTH_2308902,1258,2216,2069,1219,1651,1491
MYCTH_95811,722,1284,1148,1432,1831,1613
MYCTH_2129170,128,198,160,497,702,573
MYCTH_2308910,894,1365,1280,1451,2000,1671
MYCTH_2026172,1038,1925,1706,2586,3219,2705
MYCTH_2315969,2772,4335,4182,5090,6384,5460
MYCTH_2308916,742,1187,956,1764,2312,2002
MYCTH_2067245,31,64,45,42,106,43
MYCTH_2308921,2208,3382,2825,9171,12525,10351
MYCTH_2308922,1157,1682,1585,4978,6621,5476
MYCTH_2308924,958,1470,1540,2587,3377,2962
MYCTH_2308927,1680,2927,3052,1093,1410,1092
MYCTH_2308929,4463,7524,7917,8247,10387,8773
MYCTH_2308932,4084,6534,6208,11667,15414,12445
MYCTH_2308935,17,25,21,23,35,38
MYCTH_2308936,85,136,100,37,82,53
MYCTH_88639,11260,18629,16282,20547,26776,23156
MYCTH_2120158,26,17,20,8,3,2
MYCTH_2308943,3097,5479,4908,8343,11072,8592
MYCTH_2308944,2375,3687,3293,3592,4402,3683
MYCTH_2308945,337,485,426,609,906,726
MYCTH_2308947,12,22,17,0,5,6
MYCTH_103334,961,1569,1509,3264,3883,3351
MYCTH_2308951,447,751,734,452,484,380
MYCTH_2308952,932,1511,1422,2711,3771,3021
MYCTH_2308955,990,1653,1546,1436,1704,1527
MYCTH_2308957,778,1201,1281,800,1036,933
