Geneid,C_1,C_2,C_3,T_1,T_2,T_3
MYCTH_103330,306,437,511,502,710,647
MYCTH_2135256,970,1627,1687,3139,3690,3249
MYCTH_2135257,1005,1684,1691,2562,3381,2977
MYCTH_2308965,565,873,862,2154,2622,1872
MYCTH_2120170,510,800,779,4109,5501,4714
MYCTH_2082794,9,15,23,12,8,3
MYCTH_2308968,1037,1745,1666,2668,3161,2531
MYCTH_2308969,2461,4123,3629,2816,3738,3415
MYCTH_2129201,7,20,8,6,13,13
MYCTH_2129202,12,25,7,10,6,32
MYCTH_2308974,1940,2881,2533,16117,21172,17580
MYCTH_2308979,219,400,371,3214,4685,3725
MYCTH_103320,3,2,4,0,0,0
MYCTH_2308984,48,142,104,225,283,234
MYCTH_2308987,497,842,802,909,1296,1125
MYCTH_2308988,34,52,44,413,554,561
MYCTH_2308989,79,152,141,66,74,55
MYCTH_70573,412,676,638,675,760,671
MYCTH_2112226,15,28,49,605,939,739
MYCTH_2308996,177,293,345,3446,3923,2908
MYCTH_t137,0,0,0,0,0,0
MYCTH_2095444,10,21,14,6,2,2
MYCTH_2129215,76,141,131,115,123,143
MYCTH_2308997,1824,2895,2627,7366,10062,8419
MYCTH_2095451,20673,35922,33429,76877,99598,80713
MYCTH_2309003,617,1047,845,5530,6932,5837
MYCTH_2309006,1063,1822,1845,2924,3950,3307
MYCTH_t138,0,0,4,0,0,0
MYCTH_2067021,205,378,310,197,250,220
MYCTH_2309008,509,1004,1008,892,1168,1070
MYCTH_2309010,874,1437,1530,842,1042,966
MYCTH_t153,1,5,0,6,14,2
MYCTH_2309011,31945,52239,48960,128243,168715,136598
MYCTH_2309013,1364,2351,2191,4341,5293,4316
MYCTH_2309016,707,1198,1001,1740,2325,2007
MYCTH_2309017,993,1479,1409,3044,4065,3868
MYCTH_2309018,8562,14138,14232,20073,23898,19837
MYCTH_2309019,466,752,647,929,1310,1073
MYCTH_2309021,154,204,189,681,817,804
MYCTH_2309023,861,1534,1287,3473,4414,3920
MYCTH_2309026,1890,2907,2638,4425,6210,5264
MYCTH_112159,2110,3772,3539,4941,6106,5292
MYCTH_83475,275,435,389,797,1155,892
MYCTH_2315997,1248,2041,1928,4344,5473,4888
MYCTH_2309037,530,809,753,5418,6980,5853
MYCTH_2067210,531,822,894,2493,2674,2289
MYCTH_2309040,286,525,362,704,888,834
MYCTH_2309042,544,924,864,1802,2520,2118
MYCTH_2316003,629,1079,1083,4799,3955,2930
MYCTH_2309046,12993,22525,22559,37238,45447,39646
MYCTH_2309049,4054,7011,6512,33905,46117,39930
MYCTH_t152,3,8,4,3,0,1
MYCTH_2067244,316,516,560,662,1004,994
MYCTH_2309051,278,462,445,1062,1471,1366
MYCTH_2309054,62,96,91,261,330,259
MYCTH_2309055,148,265,245,645,719,632
MYCTH_2309056,27,46,43,27,25,21
MYCTH_2309057,38,68,67,59,59,58
MYCTH_2067418,51,75,50,113,133,118
MYCTH_2309058,1014,1529,1394,1764,2290,1940
MYCTH_54618,603,828,836,1455,1838,1683
MYCTH_2066475,67,91,130,83,92,76
MYCTH_2309061,2261,3731,3453,5130,6985,5884
MYCTH_2309065,297,529,517,477,673,550
MYCTH_2309066,183,258,240,1176,1533,1197
MYCTH_108565,2265,3825,3542,4965,6698,5708
MYCTH_2309073,3377,5721,5209,4645,5814,5005
MYCTH_2120237,414,706,711,659,810,690
MYCTH_2309074,243,383,353,236,397,340
MYCTH_2309077,1233,2242,1935,1930,2427,2090
MYCTH_2309079,66,104,97,42,47,64
MYCTH_2095534,2612,4557,4447,1573,1936,1476
MYCTH_2309084,482,774,663,476,643,534
MYCTH_2309086,1186,1859,1536,2542,3106,2562
MYCTH_2309088,783,1332,1282,1478,1889,1402
MYCTH_2066447,84,149,120,270,407,271
MYCTH_2082917,6107,9937,10035,18723,23767,20736
MYCTH_2316017,2173,3690,3508,3983,4836,4083
MYCTH_112137,46695,80890,75567,27316,35203,32767
MYCTH_112136,26953,47931,42015,27877,35450,32284
MYCTH_2309102,581,1005,983,1406,1818,1525
MYCTH_2067869,551,937,1029,2033,2578,2140
MYCTH_2309107,779,1298,1189,1583,2429,2077
MYCTH_2309109,549,945,1033,2000,2667,2215
MYCTH_2309110,1536,2717,2444,3623,4767,3890
MYCTH_2309112,373,598,540,969,1579,1382
MYCTH_2316023,1048,1723,1588,1720,2148,1998
MYCTH_2309119,544,746,694,2625,3228,2875
MYCTH_2316024,1461,2345,1793,3225,3858,3583
MYCTH_2309125,1970,3011,2719,4047,4992,4137
MYCTH_2135313,789,1130,1218,1981,2706,2184
MYCTH_2309135,899,1405,1261,2727,3295,2741
MYCTH_2309136,617,855,951,1487,2033,1817
MYCTH_2309139,486,773,780,1539,2261,1832
MYCTH_2309142,811,1498,1365,1727,2039,2100
MYCTH_2309143,631,1084,992,1403,2021,1614
MYCTH_2309146,949,1481,1378,2663,3421,2846
MYCTH_2309148,332,565,546,550,680,588
MYCTH_2309150,576,938,785,2628,3037,2438
MYCTH_2309152,378,592,615,840,957,890
MYCTH_2309153,410,645,595,2764,3434,2562
MYCTH_2309160,59,154,89,178,247,186
MYCTH_2309165,136,227,181,535,582,533
MYCTH_2309166,2300,4327,3655,8129,11244,9600
MYCTH_2095610,2808,4904,4241,9351,11970,9880
MYCTH_2309174,459,741,689,1183,1517,1244
MYCTH_2067725,1140,2062,1913,1733,2505,1852
MYCTH_2309177,791,1384,1315,1604,1782,1408
MYCTH_112121,27378,45962,42284,104982,126528,98454
MYCTH_2309187,366,593,592,891,1223,1072
MYCTH_2309193,111,244,217,311,304,298
MYCTH_2309194,90,132,137,254,323,294
MYCTH_2309195,443,878,652,1120,1653,1435
MYCTH_70376,1181,2106,2097,2334,3105,2533
MYCTH_2309198,6560,10984,10802,17402,23062,18904
MYCTH_2309205,799,1351,1323,1210,1422,1246
MYCTH_2309206,218,398,317,736,1044,794
MYCTH_2309210,11119,18929,18511,32624,40796,34782
MYCTH_2309213,1455,2466,2192,7069,8536,6884
MYCTH_2095639,7352,12437,12378,1291,1893,1396
MYCTH_2309221,2365,4122,3484,4975,6495,5175
MYCTH_2309223,337,499,593,782,816,745
MYCTH_54073,19,28,14,190,255,196
MYCTH_2309226,279,419,486,128,163,179
MYCTH_2309227,1817,3139,2832,5239,6809,5827
MYCTH_70349,2231,3744,3404,7397,10142,7933
MYCTH_2309245,243,369,421,1542,1988,1657
MYCTH_2309247,392,615,515,1422,1830,1588
MYCTH_2309250,1054,1696,1553,2034,2570,1788
MYCTH_2309254,780,1234,1168,1474,1889,1805
MYCTH_2135338,318,632,628,336,489,384
MYCTH_2309261,16335,27183,24494,65582,83437,67491
MYCTH_2309268,671,1239,1127,1104,1403,1176
MYCTH_2309271,757,1226,1128,1553,2119,1940
MYCTH_2309273,2729,4606,4502,4709,6333,5007
MYCTH_2309275,6266,10724,9705,17681,22465,19507
MYCTH_2309279,414,820,663,916,1240,804
MYCTH_2309283,480,803,676,857,1080,900
MYCTH_2309284,475,887,799,1182,1324,968
MYCTH_2309286,5258,8329,8424,58420,67175,49468
MYCTH_2135345,571,905,790,1501,2019,1664
MYCTH_2309291,1174,1937,1708,11406,15339,12120
MYCTH_2309299,3173,5678,5176,4903,5711,5025
MYCTH_2309306,55,61,39,163,218,180
MYCTH_2309310,878,1529,1365,2147,2890,2349
MYCTH_2309314,1131,1971,1881,1657,2248,1927
MYCTH_2309318,1040,1505,1527,2354,2929,2690
MYCTH_2309321,2781,4711,4332,8941,11935,9764
MYCTH_t151,19,30,30,3,3,6
MYCTH_2309322,148,246,254,196,251,245
MYCTH_2309323,164,264,287,182,279,232
MYCTH_2316063,398,734,618,2230,2398,1926
MYCTH_2309330,362,707,485,2639,3922,2796
MYCTH_2309332,2391,4028,3498,7930,10508,8357
MYCTH_2309334,893,1509,1376,3848,5274,4008
MYCTH_2309335,761,1224,1124,2866,3389,2930
MYCTH_70293,419,733,683,1340,1586,1226
MYCTH_2129342,1,13,13,0,0,1
MYCTH_2309340,3,25,23,6,16,10
MYCTH_2309342,359,686,638,888,1057,844
MYCTH_108504,974,1499,1536,5097,6308,5298
MYCTH_t139,0,0,0,1,1,0
MYCTH_2309349,106,162,126,569,874,686
MYCTH_2067470,112,278,181,585,810,666
MYCTH_2309353,298,427,317,455,663,599
MYCTH_2309354,506,769,742,1191,1693,1376
MYCTH_108501,6710,11370,10042,18153,24221,19922
MYCTH_2309360,3961,6281,6038,17485,23089,18952
MYCTH_2112358,12,33,19,24,2,27
MYCTH_2309368,707,1279,974,3987,5534,3959
MYCTH_2066367,372,661,636,2159,3152,2239
MYCTH_2316068,697,1135,1005,769,1228,914
MYCTH_2309375,1540,2454,2327,17106,21758,19395
MYCTH_2309376,790,1300,1212,1334,2034,1755
MYCTH_2140301,600,833,910,1581,2171,1573
MYCTH_2316070,859,1605,1401,1900,2355,1918
MYCTH_112089,2,0,5,30131,40106,31846
MYCTH_2129362,0,2,2,0,0,0
MYCTH_33936,38,30,22,5836,7485,6172
MYCTH_108493,77,129,89,2049,2626,1618
MYCTH_2120346,0,0,1,4,8,0
MYCTH_11798,266,437,395,662,974,773
MYCTH_103164,1,0,1,2,0,0
MYCTH_95630,0,0,0,0,0,0
MYCTH_2129368,135,207,222,82,86,93
MYCTH_2309396,2,15,14,15,22,25
MYCTH_112086,392,598,533,780,980,920
MYCTH_2309397,839,1411,1299,1709,2377,1988
MYCTH_2129372,3,8,0,2,6,0
MYCTH_54054,13,22,31,15,17,4
MYCTH_95623,58,93,84,33,55,36
MYCTH_54141,135,213,258,260,354,280
MYCTH_2065743,0,4,1,8,18,14
MYCTH_2309402,408,630,631,1851,2294,2089
MYCTH_2309404,817,1257,1071,2217,2701,2676
MYCTH_2309406,734,1233,1217,835,1055,1100
MYCTH_70246,1293,2145,2090,3249,4288,3701
MYCTH_2095744,3440,5659,5437,4846,6251,5165
MYCTH_2309412,412,656,577,1693,2286,1766
MYCTH_2309414,557,792,787,2646,3714,2767
MYCTH_2309416,217,400,384,386,591,456
MYCTH_2309418,457,749,780,965,1356,1037
MYCTH_2309420,54,92,108,9,20,8
MYCTH_2309422,168,274,242,594,818,601
MYCTH_95610,114,159,242,138,191,138
MYCTH_t150,0,0,0,0,0,2
MYCTH_2129393,3,2,0,0,0,0
MYCTH_2066299,0,0,0,0,0,0
MYCTH_2309423,141,349,250,172,237,180
MYCTH_95606,0,0,0,0,0,0
MYCTH_2067168,575,1138,1032,636,792,839
MYCTH_2309458,625,1069,1049,1661,2100,1856
MYCTH_t140,0,0,0,0,1,0
MYCTH_2067982,50,68,65,8,7,20
MYCTH_116679,335,472,357,1751,1734,1346
MYCTH_t149,0,0,0,0,0,0
MYCTH_2129400,40,58,71,75,71,64
MYCTH_55576,4463,8208,7406,22454,25080,19771
MYCTH_t148,0,0,0,4,6,4
MYCTH_54601,102,131,100,749,1001,886
MYCTH_2129404,0,0,4,8,6,4
MYCTH_2067387,0,0,0,2,0,2
MYCTH_t147,0,0,0,0,5,0
MYCTH_t141,1,0,0,0,0,1
MYCTH_83193,312,490,454,466,460,366
MYCTH_t142,33,52,14,2,8,1
MYCTH_112080,2459,4011,4177,332,350,242
MYCTH_2129407,13,20,22,18,15,10
MYCTH_95595,146,302,236,329,487,326
MYCTH_95594,0,0,0,2,0,0
MYCTH_2022670,1,15,1,2,6,18
MYCTH_2129411,1,2,5,83,94,49
MYCTH_2309470,1419,2352,2321,10834,9405,7381
MYCTH_2112409,1,4,6,7,9,8
MYCTH_2309471,1420,2434,2219,4747,5757,4856
MYCTH_54667,5,10,9,6,9,5
MYCTH_2309474,281,449,511,1564,1510,1064
MYCTH_2129417,93,144,138,1100,1009,741
MYCTH_54709,893,1304,1367,4872,5753,4295
MYCTH_2309477,11,25,13,148,215,160
MYCTH_95584,0,12,6,11,1,3
MYCTH_2023927,1,3,0,9,12,12
MYCTH_108475,844,1417,1162,1708,2038,1722
MYCTH_2066181,299,396,391,678,1005,915
MYCTH_95580,24,26,36,27,11,23
MYCTH_103134,20,43,44,249,258,209
MYCTH_95577,1,0,4,0,0,0
MYCTH_2309486,41,77,50,27,30,31
MYCTH_2309487,83,181,160,28,35,32
MYCTH_54815,419,825,711,759,937,694
MYCTH_2112425,41,77,43,23,3,10
MYCTH_2309491,368,686,509,519,636,530
MYCTH_2309496,36,42,32,91,168,102
MYCTH_2140323,8,9,13,55,54,43
MYCTH_2309503,538,763,777,3549,4786,3800
MYCTH_2068307,6,36,4,49,65,68
MYCTH_2112431,34,45,64,10,19,41
MYCTH_2309513,1,0,1,0,5,0
MYCTH_2309516,179,312,297,3323,4217,3573
MYCTH_2066841,250,356,366,220,361,277
MYCTH_2112434,1,0,2,2,0,2
MYCTH_2066939,0,0,0,6,0,2
MYCTH_103124,19,23,11,28,23,32
MYCTH_35583,0,0,0,0,4,2
MYCTH_2309523,27,48,45,1,0,0
MYCTH_2309524,8,9,21,166,75,63
MYCTH_103122,92,209,168,938,913,672
MYCTH_2067101,4,9,6,0,13,8
MYCTH_2309526,6,13,16,10,6,21
MYCTH_10175,103,146,133,484,567,516
MYCTH_2309528,236,385,387,212,247,199
MYCTH_2140326,839,1339,1271,1157,1514,1220
MYCTH_2309531,1747,2726,2365,5944,7543,6448
MYCTH_2309533,632,972,955,1143,1500,1531
MYCTH_2309536,1773,2930,3000,2725,3407,2867
MYCTH_2309539,79,129,120,92,164,95
MYCTH_2309542,0,5,1,11,0,0
MYCTH_2129459,2,4,1,2,4,0
MYCTH_2144983,286,469,546,858,1046,979
MYCTH_2309543,39,32,52,22,45,25
MYCTH_2309545,102,163,186,408,571,359
MYCTH_95546,32,50,59,23,35,32
MYCTH_2129465,10,7,10,0,14,1
MYCTH_2309547,2195,3510,3325,20065,20029,15650
MYCTH_2309549,103,216,186,102,104,63
MYCTH_2067902,13,17,31,28,18,14
MYCTH_2309554,225,338,262,2044,1878,1680
MYCTH_2309557,157,223,265,556,813,548
MYCTH_2309559,62,107,77,67,100,61
MYCTH_54823,62,83,118,104,100,80
MYCTH_2309563,199,292,271,1857,2205,1734
MYCTH_2309564,18,12,4,163,233,213
MYCTH_2309566,1265,2408,2055,2386,2776,2500
MYCTH_2309567,674,1061,958,859,1124,859
MYCTH_2112463,777,1423,1437,1433,2040,1674
MYCTH_2309572,473,688,756,1367,1801,1477
MYCTH_2309573,111,225,236,117,176,163
MYCTH_t143,8,12,14,11,5,0
MYCTH_2309574,3,7,6,4,8,10
MYCTH_2309575,7,16,12,14,25,12
MYCTH_2309576,329,567,505,525,688,428
MYCTH_95529,0,3,5,0,0,0
MYCTH_2065851,3,6,11,0,0,0
MYCTH_2135399,882,1363,1391,5263,6764,5560
MYCTH_2120425,6,4,2,2,0,0
MYCTH_t146,0,0,0,0,0,0
MYCTH_103096,528,836,860,894,709,638
MYCTH_2144990,7001,11816,11365,15993,20520,16972
MYCTH_2309585,11,26,32,61,53,63
MYCTH_2309586,81,149,154,108,115,98
MYCTH_2112475,1,4,4,0,0,4
MYCTH_2309587,100,206,230,372,541,351
MYCTH_103090,292,405,404,1484,1866,1645
MYCTH_2129497,0,4,5,13,17,12
MYCTH_2309591,90,209,147,29,37,17
MYCTH_2309592,365,627,454,906,1031,957
MYCTH_2309596,427,595,597,788,1170,874
MYCTH_2309598,618,978,913,2567,2679,2272
MYCTH_2309599,428,724,599,3369,3995,3173
MYCTH_2309600,449,815,660,2487,2950,2316
MYCTH_2112484,17,23,21,78,79,60
MYCTH_55985,2,0,0,0,0,0
MYCTH_2120439,72,141,126,383,510,385
MYCTH_70142,414,696,614,8431,9520,7652
MYCTH_2120441,157,288,263,1285,1403,1215
MYCTH_2129511,0,0,0,0,0,0
MYCTH_103080,1182,2149,2012,1277,1492,1228
MYCTH_2309609,976,1645,1678,2040,2440,2068
MYCTH_2129515,42,98,70,282,319,323
MYCTH_56173,746,1194,1128,1379,1713,1606
MYCTH_2309615,77,142,168,158,179,163
MYCTH_2309616,98,211,127,632,675,578
MYCTH_2316107,1724,2873,2707,8561,11054,9300
MYCTH_54533,13,38,29,13,38,14
MYCTH_2112496,50,105,96,30,73,31
MYCTH_2309618,1067,1705,1686,3477,4411,3707
MYCTH_83111,410,574,493,986,1206,992
MYCTH_2309620,1605,2599,2572,4317,5395,4518
MYCTH_103070,370,624,546,1969,2201,1789
MYCTH_2309623,12,43,30,18,22,6
MYCTH_2309624,907,1576,1683,824,1053,892
MYCTH_2309625,5,7,9,0,0,0
MYCTH_2066192,0,0,0,0,0,0
MYCTH_2309629,47,64,91,89,149,114
MYCTH_t144,0,0,0,0,0,0
MYCTH_t145,0,0,0,1,0,1
MYCTH_2112504,0,2,1,0,2,0
MYCTH_2027194,26,59,60,46,39,45
MYCTH_2129532,0,0,0,0,4,0
MYCTH_2309630,2028,3676,3473,6003,7675,5759
MYCTH_2309634,22,43,9,64,56,39
MYCTH_2309636,1,5,1,0,0,0
MYCTH_2309637,133,192,208,111,80,56
MYCTH_54987,0,0,0,0,0,0
MYCTH_103061,353,557,519,986,1533,1187
MYCTH_2309641,567,945,736,3374,2519,2358
MYCTH_2309644,2964,4933,4389,9577,12549,10689
MYCTH_2316112,4625,8192,7604,11769,15038,13272
MYCTH_2309647,1201,1921,1885,8465,10450,8076
MYCTH_10713,71,110,165,184,259,226
MYCTH_2309651,52,82,89,336,449,377
MYCTH_54058,2,0,2,8871,11494,9671
MYCTH_2120482,16,12,24,31,15,7
MYCTH_112051,400,666,643,40,52,38
MYCTH_2309656,42,66,49,0,2,0
MYCTH_2129548,0,7,2,3,8,2
MYCTH_2309658,145,261,197,353,408,356
MYCTH_2309660,254,469,437,0,0,4
MYCTH_83083,2286,4170,3845,3322,3988,3808
MYCTH_2309663,283,363,378,621,812,546
MYCTH_2129554,25,42,22,76,56,55
MYCTH_95473,37,24,40,11520,15333,12246
MYCTH_2309668,175,279,231,1564,1921,1481
MYCTH_112050,42,95,87,44525,59601,47384
MYCTH_54466,10,15,4,775,921,814
MYCTH_2120489,0,0,4,0,6,0
MYCTH_2066457,8,20,22,59598,78468,65565
MYCTH_2120491,7,11,18,6,7,0
MYCTH_116629,3578,5818,5372,3668,4661,3882
MYCTH_2309686,161,305,257,288,369,281
MYCTH_2129566,52,80,82,274,402,322
MYCTH_2129567,0,3,1,5,11,10
MYCTH_2309690,52,35,62,407,505,459
MYCTH_2309692,56,70,69,96,130,112
MYCTH_2112541,3,12,6,24,27,30
MYCTH_73162,1033,1840,1919,1562,1820,1724
MYCTH_2069736,0,0,0,1,4,4
MYCTH_2120498,0,0,3,1,0,0
MYCTH_2120499,2,11,4,2,0,3
MYCTH_2309694,105,188,159,231,277,319
MYCTH_2309695,342,579,593,675,956,630
MYCTH_58882,1,5,1,44,111,48
MYCTH_104674,29,38,34,203,235,193
MYCTH_104673,11,17,15,415,466,338
MYCTH_2120504,0,0,4,4,10,4
MYCTH_2309698,595,984,772,2304,3116,2724
MYCTH_2309700,393,611,692,644,980,691
MYCTH_2309702,1,1,5,12,6,18
MYCTH_2309704,157,160,163,1192,1484,1344
MYCTH_2309706,285,422,442,1387,1756,1728
MYCTH_2309709,246,351,337,929,1078,942
MYCTH_2309712,377,645,658,1484,1520,1159
MYCTH_2309715,332,528,498,898,1219,930
MYCTH_104665,17,31,54,100,168,140
MYCTH_2309720,62,123,150,90,150,84
MYCTH_2309722,676,1057,981,1392,1857,1579
MYCTH_2309723,307,664,485,1169,1463,1289
MYCTH_2309724,483,759,806,4251,5127,4274
MYCTH_2309725,269,447,415,1025,1297,1040
MYCTH_2309727,618,909,929,1089,1467,1156
MYCTH_2069956,153,262,285,159,159,151
MYCTH_2309729,186,248,237,892,1218,861
MYCTH_2309731,514,812,873,370,441,376
MYCTH_2309733,327,553,522,523,752,580
MYCTH_t180,8,9,12,7,3,4
MYCTH_2095899,551,973,1004,645,943,696
MYCTH_2083273,1307,2115,2068,2294,2914,2261
MYCTH_58635,86,176,150,194,250,152
MYCTH_2316127,654,1217,1106,2607,2135,1468
MYCTH_2309742,14,26,24,5,13,9
MYCTH_2120525,49,62,63,37,81,39
MYCTH_2069159,13,25,26,1,1,0
MYCTH_2309743,1040,1741,1421,4229,5810,5048
MYCTH_2135445,47,59,12,516,674,503
MYCTH_2309747,346,537,513,676,1026,812
MYCTH_2309749,51,83,79,91,126,86
MYCTH_2309751,20,31,62,192,208,154
MYCTH_2309752,1842,2873,3090,3704,4709,4487
MYCTH_2095925,2561,4189,4521,2981,3808,3450
MYCTH_2309755,1313,2077,2054,2921,3514,3089
MYCTH_2129615,6,8,20,4,0,0
MYCTH_2309758,1135,1675,1385,3194,4548,3845
MYCTH_2068812,666,998,956,1331,1629,1403
MYCTH_2069908,28,27,41,22,26,14
MYCTH_2309764,1027,1702,1611,2623,4025,3542
MYCTH_2309766,3690,5897,5098,17760,23086,17557
MYCTH_2309770,1563,2679,2440,7285,8421,6150
MYCTH_2309773,191,341,301,9,12,5
MYCTH_117681,942,1708,1502,1273,1756,1463
MYCTH_2309779,1805,3029,2948,3183,4270,3428
MYCTH_2309781,403,630,624,1048,1348,1061
MYCTH_2068429,0,0,4,2,0,0
MYCTH_2309782,1,8,3,0,0,2
MYCTH_58642,53,71,53,64,98,65
MYCTH_58986,73,101,81,309,413,454
MYCTH_2309784,1428,2278,2203,4119,5356,4055
MYCTH_104628,257,429,406,22802,31093,23347
MYCTH_109444,323,642,493,67269,82909,68260
MYCTH_2145046,569,906,789,2225,3098,2531
MYCTH_2309794,2503,4327,4228,4545,6135,5094
MYCTH_73070,4763,8289,7737,10947,13957,11753
MYCTH_2309800,8261,14897,13501,15468,18825,15982
MYCTH_2309802,548,782,637,4403,6740,5885
MYCTH_2309805,1422,2204,2388,3337,4516,3754
MYCTH_2309808,184,328,250,131,223,232
MYCTH_2309809,317,509,540,878,1083,783
MYCTH_85756,489,739,628,1132,1747,1446
MYCTH_2309812,1486,2293,1976,2663,3741,3045
MYCTH_2068755,75,144,119,319,341,296
MYCTH_2309814,833,1257,1116,2663,3639,2781
MYCTH_2309816,651,1080,978,927,1313,963
MYCTH_2309819,563,911,853,1092,1465,1412
MYCTH_2309822,831,1151,983,2903,4130,3288
MYCTH_2068645,0,0,0,0,0,0
MYCTH_2309825,354,630,556,1354,2072,1752
MYCTH_2309828,1292,1967,1907,5019,6875,5304
MYCTH_2309829,34,60,28,650,827,774
MYCTH_2309831,507,780,728,2665,3458,2937
MYCTH_2309838,1985,3486,3122,8315,9908,7072
MYCTH_2309843,1113,1654,1334,11546,14455,10575
MYCTH_2129660,13,9,11,35,45,16
MYCTH_2309848,617,1094,969,2059,2905,2411
MYCTH_2309854,1060,1796,1381,3130,4609,3587
MYCTH_2309859,499,845,791,2440,2486,1970
MYCTH_2316157,444,797,746,2434,2487,1843
MYCTH_2316158,187,366,248,343,445,261
MYCTH_2309867,605,1012,1048,1717,2323,2103
MYCTH_2309871,564,1060,1043,1064,1429,1224
MYCTH_2309873,2557,4021,3771,4239,5682,4659
MYCTH_2309874,220,337,333,297,347,349
MYCTH_2145069,4398,7292,6344,6623,8658,8074
MYCTH_2309878,993,1670,1525,2408,3270,2694
MYCTH_2309883,1044,1853,1646,1631,1997,1681
MYCTH_2309885,351,715,651,656,894,863
MYCTH_58873,386,695,741,1818,2147,1697
MYCTH_2309890,1628,2662,2512,21192,27083,21346
MYCTH_2140421,2197,3628,3004,4793,6999,4814
MYCTH_2112630,47,67,72,46,56,44
MYCTH_2309896,396,628,529,274,390,290
MYCTH_2309898,637,931,918,1538,2066,1761
MYCTH_2309899,1117,1694,1489,2784,4110,3561
MYCTH_2309900,251,424,383,656,809,738
MYCTH_2309903,1903,2933,2762,6715,9218,7182
MYCTH_2309909,1756,3046,2673,10982,14683,12183
MYCTH_104582,58,92,93,79,126,83
MYCTH_2309910,193,245,224,247,366,250
MYCTH_72978,0,2,0,1,0,0
MYCTH_2309912,585,790,795,1842,2573,2249
MYCTH_2309915,1441,2389,2183,4753,6138,5147
MYCTH_2309919,559,959,830,1696,2135,1787
MYCTH_2135496,524,863,796,1109,1367,1357
MYCTH_97184,121,204,149,42,119,57
MYCTH_2309925,568,867,768,4930,6191,5582
MYCTH_2309927,1088,1824,1656,4335,5524,4497
MYCTH_2309929,89,122,60,3198,4363,3019
MYCTH_2309930,36,66,47,352,477,363
MYCTH_2309931,163,251,259,664,864,624
MYCTH_2316167,662,1176,1161,1555,2054,1619
MYCTH_104570,23,41,41,13,12,21
MYCTH_2309942,589,998,875,1431,1881,1539
MYCTH_2129702,29,26,34,27,70,32
MYCTH_2309943,1492,2085,1959,5763,7585,5973
MYCTH_2096067,1978,3312,3117,3754,4880,4168
MYCTH_2140435,568,965,843,1067,1484,1184
MYCTH_2129707,70,102,136,75,95,98
MYCTH_112716,301,557,510,405,533,491
MYCTH_2309963,727,1106,1157,2371,2908,2340
MYCTH_117625,189,282,267,752,1139,891
MYCTH_2309965,1009,1584,1436,3409,4509,3714
MYCTH_97168,2,0,0,0,0,8
MYCTH_2309967,46,84,106,102,105,52
MYCTH_2129714,0,1,0,0,0,0
MYCTH_112714,82,149,158,8,0,4
MYCTH_2069031,2,6,7,1,2,0
MYCTH_97164,4,14,7,16,9,17
MYCTH_72932,153,236,237,496,574,544
MYCTH_2129720,24,18,25,109,108,89
MYCTH_2309971,1893,3174,3147,9320,11070,8500
MYCTH_85648,1516,2368,2262,19502,20633,15219
MYCTH_2069804,0,0,0,0,0,0
MYCTH_2309975,63,85,86,329,415,311
MYCTH_2309977,62,145,133,216,256,178
MYCTH_72924,2,0,1,4,1,8
MYCTH_2068997,23,32,25,28,120,24
MYCTH_2069012,0,0,0,0,0,0
MYCTH_59005,3063,4943,4948,2080,2658,2277
MYCTH_117620,290,435,449,399,542,505
MYCTH_104551,796,1293,1282,1399,1996,1633
MYCTH_2310013,257,368,422,2362,3105,2421
MYCTH_2310016,1491,2416,2215,2678,3434,2942
MYCTH_97150,12,13,16,4,4,13
MYCTH_2096092,3977,6314,5268,19181,24198,19613
MYCTH_2112674,854,1380,1484,687,852,762
MYCTH_2310028,2390,4147,3793,6091,8384,6993
MYCTH_2310031,7867,13026,12520,6460,7804,7140
MYCTH_2310035,1513,2449,2411,1011,1271,1098
MYCTH_2310036,1095,1808,1771,3046,3837,3110
MYCTH_2112679,130,167,178,365,593,418
MYCTH_2069453,0,0,0,0,0,0
MYCTH_90296,0,0,0,0,0,2
MYCTH_74816,165,302,254,931,1055,853
MYCTH_2310059,1575,2266,1868,8203,10727,8517
MYCTH_2310062,435,655,545,1826,2787,2264
MYCTH_2310064,1369,2244,2134,1976,2412,2043
MYCTH_2310069,152,279,250,209,283,261
MYCTH_2310072,859,1306,1181,4860,6620,4945
MYCTH_2310074,291,389,355,1904,2815,2043
MYCTH_2310076,568,802,815,850,1179,962
MYCTH_74803,116,174,163,269,359,268
MYCTH_98222,101,167,151,106,159,106
MYCTH_t179,0,5,2,12,12,3
MYCTH_2310081,6041,10635,10432,33966,44799,37481
MYCTH_t165,0,0,0,0,0,0
MYCTH_2310085,3462,5673,4642,38661,48426,33004
MYCTH_t166,0,0,0,0,0,0
MYCTH_2310088,987,1584,1450,1768,2356,1776
MYCTH_2129775,70,119,91,77,97,75
MYCTH_2096131,3083,4926,5014,5867,7080,5642
MYCTH_2310096,1381,2322,2158,2096,2677,2450
MYCTH_2310099,2419,3980,3748,5110,6609,5657
MYCTH_109914,947,1548,1572,481,564,387
MYCTH_37566,622,978,653,1855,2409,2010
MYCTH_2129781,44,98,78,74,74,80
MYCTH_2310107,624,997,915,631,1006,793
MYCTH_2068493,454,943,825,856,1199,999
MYCTH_2310110,715,1286,1120,8490,10841,8967
MYCTH_2112701,37,27,33,61,43,38
MYCTH_2310112,746,1307,1176,2458,2604,2204
MYCTH_2129788,1998,2978,3225,4414,5406,4214
